Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Tan Y., Xu H., Jiao L., Ochoa J.J., Shen L.","A study of best practices in promoting sustainable urbanization in China",2017,"Journal of Environmental Management",18,"10.1016/j.jenvman.2017.01.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011966434&doi=10.1016%2fj.jenvman.2017.01.058&partnerID=40&md5=eb61d5ddbf4d429d1edc31db838422a1","In the past twenty years, various sustainable urban development policies and methods had been implemented within China, such that sustainable urbanization is now more widely accepted. Some of these policies and methods have been found to be successful in improving the sustainability of cities in China. Those practices can be defined as the best practices of sustainable urbanization, which can provide useful references for future urban developments. However, few existing studies examine how to learn from these best practices. Combining the methods of content analysis and social network analysis, this paper conducts a comprehensive study on 150 best practices of sustainable urbanization in China. The methods and outcomes of the 150 best practices are identified. The research findings demonstrate the statistics of categories, methods and outcomes of the 150 best practices and the main adopted methods. The achieved outcomes in different regions of China are also presented. © 2017 Elsevier Ltd","Best practice; China; Content analysis; Environmental management; Social network analysis; Sustainable urbanization",Article,Scopus
"Chen X., Chen Y., Shimizu T., Niu J., Nakagami K., Qian X., Jia B., Nakajima J., Han J., Li J.","Water resources management in the urban agglomeration of the Lake Biwa region, Japan: An ecosystem services-based sustainability assessment",2017,"Science of the Total Environment",6,"10.1016/j.scitotenv.2017.01.197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011578171&doi=10.1016%2fj.scitotenv.2017.01.197&partnerID=40&md5=b0b459f4679d64423665bc54bdb7206c","An innovative ecosystem services-based sustainability assessment was conducted in the important urban agglomeration of the Lake Biwa region, Japan, covering the time period from 1950 to 2014. A 22-indicator system was established that was based on the major ecosystem services of Lake Biwa and its water courses, i.e., provisioning services regarding aquatic products and water; regulating services regarding floods and water quality; cultural services regarding recreation and tourism, scientific research, and environmental education; and supporting services regarding biodiversity. First, changes in the eight ecosystem services were discussed together with the considerable experience and difficult lessons that can be drawn from the development trajectory. Next, with the indicators rearranged according to sustainability principles, the regional sustainability over the past six-plus decades was assessed. In general, this urban agglomeration has been progressing in terms of its sustainability, although economic and social development was achieved at the cost of environmental degradation in the past, and the current economic downturn is hurting the balanced development and integrated benefits. The results lead directly to recommendations for regional development, especially in terms of economic rejuvenation, from the perspective of improving management of Lake Biwa's water resources. Moreover, the relevant knowledge is educational and inspirational for other places in the world that are facing similar development issues. For example, the effective and even pioneering countermeasures that have been taken against environmental degradation, as well as the participation and collaboration of multiple stakeholders, could be useful as a model. Moreover, the study invites increased understanding of ecosystem vulnerability to anthropogenic devastation and emphasizes the priority of precautionary measures over countermeasures in the context of holistic urban planning and sustainable urban development. © 2017 Elsevier B.V.","Ecosystem services; Indicator; Lake Biwa; Sustainability assessment; Urban agglomeration; Water resources management",Article,Scopus
"Muscolo A., Settineri G., Papalia T., Attinà E., Basile C., Panuccio M.R.","Anaerobic co-digestion of recalcitrant agricultural wastes: Characterizing of biochemical parameters of digestate and its impacts on soil ecosystem",2017,"Science of the Total Environment",18,"10.1016/j.scitotenv.2017.02.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012908069&doi=10.1016%2fj.scitotenv.2017.02.051&partnerID=40&md5=93afa156e2af6047eb33ba5228bb6fa4","Anaerobic digestion (AD) of organic wastes is a promising alternative to landfilling for reducing Greenhouse Gas Emission (GHG) and it is encouraged by current regulation in Europe. Biogas-AD produced, represents a useful source of green energy, while its by-product (digestate) is a waste, that needs to be safely disposal. The sustainability of anaerobic digestion plants partly depends on the management of their digestion residues. This study has been focused on the environmental and economic benefits of co-digest recalcitrant agricultural wastes such olive wastes and citrus pulp, in combination with livestock wastes, straw and cheese whey for biogas production. The aim of this work was to investigate the effects of two different bioenergy by-products on soil carbon stock, enzymes involved in nutrient cycling and microbial content. The two digestates were obtained from two plants differently fed: the first plant (Uliva) was powered with 60% of recalcitrant agricultural wastes, and 40% of livestock manure milk serum and maize silage. The second one (Fattoria) was fed with 40% of recalcitrant agricultural wastes and 60% of livestock manure, milk serum and maize silage. Each digestate, separated in liquid and solid fractions, was added to the soil at different concentrations. Our results evidenced that mixing and type of input feedstock affected the composition of digestates. Three months after treatments, our results showed that changes in soil chemical and biochemical characteristics depended on the source of digestate, the type of fraction and the concentration used. The mainly affected soil parameters were: Soil Organic Matter (SOM), Microbial Biomass Carbon (MBC), Fluorescein Diacetate Hydrolysis (FDA), Water Soluble Phenol (WSP) and Catalase (CAT) that can be used to assess the digestate agronomical feasibility. These results show that the agronomic quality of a digestate is strictly dependent on percentage and type of feedstocks that will be used to power the digester. © 2017 Elsevier B.V.","Anaerobic digestion; Biogas production; Carbon stock; Digestate quality; Soil ecosystem functioning",Article,Scopus
"Lu C., Ren W., Jiang L., Xue B.","Modelling impact of climate change and air pollution in cities",2017,"Proceedings of the Institution of Civil Engineers: Engineering Sustainability",2,"10.1680/jensu.16.00002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018445735&doi=10.1680%2fjensu.16.00002&partnerID=40&md5=40c9038ad4c40820c95f50f3fccf502f","Considering the significance and importance of urban sustainability in China and China's history of rapid urbanisation and industrialisation, this paper aims to incorporate the investigation of climate change and air pollution in urban sustainability research in China through a driver-pressure-state-impact-response model. The model has 12 indices: population, enterprise, registered vehicles, energy consumption, emissions and concentrations of carbon dioxide and sulfur dioxide, land use change, annual temperature, tropical nights and reforestation were selected. It was used in the analysis of 14 cities in the Liaoning Province. The results show that the model is an effective tool for urban sustainability research, allowing for the investigation of interactions of climate change and air pollution and contributing to the body of knowledge by aiding generation of realistic and practical measures.","Environment; Sustainability; Town & city planning",Article,Scopus
"Thomas S.-T., Chan J.H.L., Chan G.K.C., Zou J.W.W.","Environmental impacts of construction material production",2017,"Proceedings of the Institution of Civil Engineers: Engineering Sustainability",2,"10.1680/jensu.15.00009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018408947&doi=10.1680%2fjensu.15.00009&partnerID=40&md5=87e9e3e67efaa2e6980149fdda093ce9","Buildings are crucial to the development of a city and the well-being of its citizens. When designing a building facility, it is imperative to minimise the environmental burdens caused by buildings, particularly in terms of natural resource consumption as well as pollutants and waste generation due to the use of construction materials. Despite that, it is difficult for decision makers to ascertain the environmental impacts embedded in or emitted from new buildings, as there is no agreed upon approach to assess the environmental impacts of construction materials. In this paper, a midpoint life cycle impact assessment method is employed to assess the environmental impacts of construction materials. Four institutional buildings in Hong Kong that serve different social functions are examined. The type and the amount of materials used in those projects along with their environmental impacts are delineated. The results reveal that steel reinforcement, aluminium, copper, ceramic tile and concrete are the five most predominant materials in terms of environmental impacts in the selected institutional buildings in Hong Kong. With better insights about the environmental impacts of construction materials, clients and design team members can select suitable materials to realise a green building design.","Information technology; Management; Sustainability",Article,Scopus
"Sanogo D., Ndour B.Y., Sall M., Toure K., Diop M., Camara B.A., N'Diaye O., Thiam D.","Participatory diagnosis and development of climate change adaptive capacity in the groundnut basin of Senegal: Building a climate-smart village model",2017,"Agriculture and Food Security",4,"10.1186/s40066-017-0091-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019145728&doi=10.1186%2fs40066-017-0091-y&partnerID=40&md5=195d968afec1d6945d7df6306567407b","Background: Up to now, efforts to help local communities out of the food-insecurity trap were guided by researcher (or other actors)-led decisions on technologies to be implemented by the communities. This approach has proved inefficient because of low adoption of the so-called improved technologies. This paper describes the strategic approaches to the development of a climate-smart village (CSV) model in the groundnut basin of Senegal. A CSV model is a participatory integrated approach using climate information, improved context-based technologies/practices aiming at reachingimproved productivity (food and nutrition security), climate resilient people and ecosystem and climate mitigation. In this study, participatory vulnerability analysis, planning adaptation capacity and participatory communication for development were implemented, putting people affected by the impacts of climate change (CC) at the center of the approach. Four interdependent groups of activities/domains, namely-local and institutional knowledge, use of climate information services, development of climate-smart technology and local development plans, were covered. It was emphasized, how all this taken together could create improved livelihoods for women, men and vulnerable groups. Results: The approach made it possible to involve local people in the decision-making process for the development of their adaptation capacity to CC. It also helped to set up an overall land management process by identifying and addressing environmental (sustainable resource management, ecosystem resilience) and socioeconomic (institutional organization, empowerment, poverty alleviation and food security) challenges. A monitoring survey revealed that farmers appreciate well this participatory approach compared to previous top-down approach in that the former allow them to own the process. Also determinant drivers of adoption of the technologies were identified. Conclusion: Scaling this community development model in sites with similar climatic and socioeconomic conditions could help in contributing toward achieving food security in rural areas at wider scale because of better enthusiasm and engagement from rural farmers to pursue solution to their constraints taking into consideration constraints posed by climate and more need based and tailored advisory services. © 2017 The Author(s).","Adaptation; Climate-smart technologies; Resilience; Sustainable development",Article,Scopus
"Edison L.K., Pradeep Kumar S., Pradeep N.S.","Educating biodiversity",2017,"Bioresources and Bioprocess in Biotechnology",,"10.1007/978-981-10-3573-9_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033983581&doi=10.1007%2f978-981-10-3573-9_7&partnerID=40&md5=dbc39bb175581bca897ddddeccc3c1f8","Biodiversity is life in all variety, vital to the continued existence of all ecosys- tems, life forms, and microorganisms on earth. There are more than 14 million species found from mountaintop to deep-sea vent, connecting and interacting with each other and creating communities and systems. Everyone in the world directly depends on natural ecosystems and its resources for a healthy and pro- tected life. Currently the world is facing an immense biodiversity crisis. The increasing rate of biodiversity loss indicates that current developments are not sustainable. Industrialization and urbanization of the last century inversely affect our natural ecosystems, which in turn increases the number of threatened spe- cies. The stress on water, air, and natural ecosystems will rise globally in the coming years if human attitudes and actions do not change. If we wish to assure the continuing health of the planet, we must develop acknowledgeable and moti- vated community that realizes what biodiversity is and why it is so important. Education is one of the best tools to create citizens having skills and confidence for protecting biodiversity and feel empowered to do so. Education also chal- lenges people to think seriously and productively about their world. The main focus of biodiversity education is to create knowledge, curiosity, and essential skills to solve a range of biodiversity problems with reference to the limited background. For developing biodiversity awareness among students, practical oriented biodiversity education methods should be developed to attain sustainable biodiversity knowledge and motivate to conserve local biodiversity. This chapter discusses the relevance of biodiversity education for sustainable life. © 2017. Springer Nature Singapore Pte Ltd. All rights reserved.","Biodiversity education; Challenges; Protection; Sustainable development; Threats",Book Chapter,Scopus
"Mirdar Harijani A., Mansour S., Karimi B., Lee C.-G.","Multi-period sustainable and integrated recycling network for municipal solid waste – A case study in Tehran",2017,"Journal of Cleaner Production",35,"10.1016/j.jclepro.2017.03.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016452643&doi=10.1016%2fj.jclepro.2017.03.030&partnerID=40&md5=3db1ace0e641f78b10aa7d177d455c33","The sheer amount of Municipal Solid Waste (MSW) produced from residential and commercial activities has posed a big threat to the modern society, especially to large cities by causing environmental issues such as greenhouse gas emission, leakage of leachate and contamination of air, soil and water resources. The urban managers are keen on improving MSW management to mitigate the environmental impacts and to improve the sustainability of their cities. This study proposes a systematic approach to build an integrated recycling and disposal network for MSW by explicitly considering the sustainability with an objective to maximize the total profit with a budget constraint. A multi-period mixed integer linear programming model was proposed to design the network optimally as well as to optimally operate the network. The optimization model involves decisions related to facilities selection, capacity level and location of facilities, allocation of solid waste to facilities, transportation of waste among facilities and distribution of recycled materials. This paper also extended the developed social life cycle assessment methodology to model the social impacts of the network. The model was applied to a real-world case in Tehran, Iran, and could provide the profit of USD 43.49 M over a five-year planning period. In order to show the impacts of sustainability and budget limitations, the model was compared with three modelsI) the model without sustainability, II) the model without budget limitations and III) the model without sustainability and budget limitations. The models I and III led to the loss of USD −308.60 and −362.80 M, which are not desirable. This shows the consideration of sustainability will improve the profit in the long term. The model II could provide the profit of USD 99.73 M over a five-year planning period, indicating that limited budget have significant impact on the way the recycling network is operating. © 2017 Elsevier Ltd","Mathematical model; Municipal solid waste; Optimization; Recycling network; Social Life Cycle Assessment; Sustainable development",Article,Scopus
"Arellano-Yanguas J., Bernal-Gómez M.D.P.","Partnerships for development in the extractive sector: protecting subterranean interests?",2017,"Journal of Environmental Policy and Planning",3,"10.1080/1523908X.2017.1302321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015741139&doi=10.1080%2f1523908X.2017.1302321&partnerID=40&md5=1ea096235d4eacaa734bf5ce15140da7","Partnerships for Development (PfD) is the antidote that extractive industries have used over the last decade to counteract the proliferation of conflicts with local communities. Normatively, the concept of ‘partnership’ positions companies as actors on an equal footing with others in their attempts to collaborate to achieve development outcomes. This article analyses how the PfD strategy has been crafted and implemented in the extractive sector and assess its potential to contribute significantly to local development. Using the Foucauldian framework on power/knowledge and genealogy, we explain how, in a relatively short time, the interaction between context, preexisting discourses, and actors’ interests shaped the PfD discourse and made it famous. The second part of the paper goes beyond the normative conceptualisation and analyses the implementation of PfD through the case studies of the Antamina copper mine in Peru and the Pacific Rubiales oil operation in Colombia. The companies use the PfD discourse to advance their interest vis-à-vis the different stakeholders, minimising the risk of conflicts and cultivating their reputation. These companies resort to the fragmentation of bargaining spaces and rely on the legitimacy provided by paid experts. The result is that PfD has limited capacity to promote local sustainable development. © 2017 Informa UK Limited, trading as Taylor & Francis Group.","corporate social responsibility; extractive industries; Partnerships for development; power/knowledge; social conflicts",Article,Scopus
"Iliopoulou-Georgudaki J., Theodoropoulos C., Konstantinopoulos P., Georgoudaki E.","Sustainable tourism development including the enhancement of cultural heritage in the city of Nafpaktos–Western Greece",2017,"International Journal of Sustainable Development and World Ecology",4,"10.1080/13504509.2016.1201021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976310816&doi=10.1080%2f13504509.2016.1201021&partnerID=40&md5=0dfa3c9c183dd97bcd1db27d46119439","The application of a sustainable tourism management and development framework, including the enhancement of cultural heritage is presented for the city of Nafpaktos (Western Greece) and the surrounding area. Through a qualitative SWOT analysis and a quantitative Limits of Acceptable Change (LAC)–Tourism Carrying Capacity (TCC) framework, an attempt is made to establish thresholds, monitor current conditions, and upgrade tourism activities, with simultaneous development of the tourism-associated economic sectors and the cultural heritage of the city. Activity zones are identified and 18 indicators are selected to describe the environmental/cultural, economic, and social conditions of the area. Reference conditions for each indicator are established either as measured or negotiated thresholds and indicators are accordingly scored to depict the current divergence from reference. The Leopold matrix is used to compare scores and identify restrictions of development. Results reveal high potential for sustainable tourism development of the area, as 9 of 18 indicators received high scores, indicating sustainable conditions, and a variety of underdeveloped tourism endpoints were identified, including the castle of the city, which could potentially support a 90-fold increase in tourism flow. However, restricting factors of development were detected, related to the lack of a tourism management plan, the weak on-site protection of the natural and cultural heritage and the lack of awareness for sustainability among the local people. A strategic plan is finally proposed to provide managers, stakeholders, and the local communities with a guiding framework to upgrade the tourism flow in and around the city within a step-by-step sustainable process. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","carrying capacity; cultural heritage; Greece; LAC; Leopold matrix; Sustainable tourism; SWOT analysis",Article,Scopus
"Leahy C., Winterford K., Nghiem T., Kelleher J., Leong L., Willetts J.","Transforming gender relations through water, sanitation, and hygiene programming and monitoring in Vietnam",2017,"Gender and Development",2,"10.1080/13552074.2017.1331530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023771543&doi=10.1080%2f13552074.2017.1331530&partnerID=40&md5=57f604260ac12e87a7c9482c9c15d172","This article presents the results of empirical research conducted in Central Vietnam in 2016 into water, sanitation, and hygiene (WASH) initiatives. It uncovered changes in gender relations and power dynamics at both household and community levels, aiming to explore the extent to which both practical and strategic interests of women can be influenced and changed by WASH policies and programming. In particular, we were interested in assessing the impact of a Gender and WASH Monitoring Tool (GWMT), developed by Plan International Australia and Plan Vietnam, on women’s strategic gender needs. In this article, we discuss the types of changes reported by women and men of different ages and ethnicities and the reasons for their occurrence. There were a wide range of reported reasons for change, with implications for our understanding of the relationship between changes in gender relations at the household and community levels. We also consider the relationship between wider shifts in social norms in the context of rural Vietnam. The Vietnam research highlights the roles that WASH initiatives can play in furthering strategic gender needs and hence promoting gender equality and women’s empowerment. It also shows the importance of addressing Sustainable Development Goal (SDG) 5 (on gender equality) and SDG 6 (on water and sanitation) together. © 2017 Oxfam GB.","Gender equality; gender outcomes; hygiene; sanitation; Vietnam; water",Article,Scopus
"Imai K.S., Cheng W., Gaiha R.","Dynamic and long-term linkages among agricultural and non-agricultural growth, inequality and poverty in developing countries",2017,"International Review of Applied Economics",4,"10.1080/02692171.2016.1249833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992416983&doi=10.1080%2f02692171.2016.1249833&partnerID=40&md5=354abcb21a9e2ec0afa44d1e84b8a3de","Drawing upon cross-country panel data for developing countries, the present study examines the role of agricultural growth in reducing inequality and poverty by modelling the dynamic linkage between agricultural and non-agricultural sectors. For this purpose, we have compared the roles of agricultural and non-agricultural growth and have found that agricultural growth is more important in reducing poverty, while the negative effect of agricultural growth on inequality is found in a few cases where specific definitions of inequality are adopted. Our analysis generally reinforces the case for revival of agriculture in the post-2015 discourse, contrary to much-emphasised roles of rural–urban migration and urbanisation as main drivers of growth and elimination of extreme poverty. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","Agriculture; Growth; Inequality; MDG; Non-agriculture; Poverty; SDG",Article,Scopus
"Raheem U.A.","Understanding the spatial context of sustainable urban health in Africa for the SDGs: some lessons from the corridors of deprivation in Ilorin, Nigeria",2017,"African Geographical Review",1,"10.1080/19376812.2015.1130100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959051686&doi=10.1080%2f19376812.2015.1130100&partnerID=40&md5=42269a82fa15dfd4d837979434188032","The aim of this paper is to examine spatial clusters of urban deprivations using five domains and the influence of the observed pattern on household health status in Ilorin, Nigeria. Data were obtained through a household survey of the 20 wards of Ilorin metropolis. A systematic sampling method was used to select one out of every 10 houses in randomly selected streets in each ward while one household was selected through a simple accidental method of first contact in each building. In all, 800 household heads were sampled. A composite Index of Multiple Deprivation (IMD) was obtained by aggregating scores for each domain. Multiple correlation analysis was used to determine the relationship between the IMD and household health status. Deprivation in housing quality offered significant explanation (75.7%) for the variation in household health status (R =.87) (p <.05). Public health policies in the Post-2015 Sustainable Development Goals must consider housing characteristics within the city, classify areas according to needs, and determine areas, within the city, that require positive discrimination in health resource allocation. © 2016 The African Specialty Group of the Association of American Geographers.","housing quality; Ilorin; multiple deprivation; urban health",Article,Scopus
"Heinrichs H., Schuster F.","Still some way to go: institutionalisation of sustainability in German local governments",2017,"Local Environment",4,"10.1080/13549839.2016.1233951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989261694&doi=10.1080%2f13549839.2016.1233951&partnerID=40&md5=81f0e24ebc6eedcaf9c6aa80cc881d85","There is a widespread consensus among sustainability experts about the need for ambitious transformative practices in order for a sustainable development to progress. Agenda 21 emphasised the need for multilevel and multi-actor governance and explicitly focused on the local level. The conceptual and analytical preference of governance beyond government has directed attention towards the interaction between state and non-state actors. The present article focuses on the role of (local) state institutions in sustainability governance. We argue that an effective implementation of sustainability in government institutions is a precondition for a successful multi-stakeholder governance of a sustainable development. The guiding question of this article is: How has sustainability been institutionalised in local governments in Germany in the last 20 years after Agenda 21 was adopted? Based on a conceptual framework, we are presenting the empirical results of a survey of 371 German cities and municipalities in this article, which primarily aims at providing empirical evidence on to what extent sustainability has been institutionalised in German local governments. The article ends with discussing the potential reasons for the institutionalisation deficit observed and gives an outlook on the potential for developing a sustainability state, that is, a state dedicated to institutionalising sustainability. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","governance; institutionalisation; role of state institutions; sustainability state; Sustainable development",Article,Scopus
"Andersen B., Skrede J.","Planning for a sustainable Oslo: the challenge of turning urban theory into practice",2017,"Local Environment",4,"10.1080/13549839.2016.1236783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988954469&doi=10.1080%2f13549839.2016.1236783&partnerID=40&md5=769aaf59c06f0ded00e33a859c4649b3","Many cities today face challenges related to urban growth. This is also the case in Oslo, currently one of the fastest growing capitals in Europe. In order to prepare for the population growth, a new municipal master plan has been prepared. In this, sustainable development is a prominent concept, and the urban district is going to be densified as part of the strategy. This paper examines some obstacles of turning planning theory into practice. There is a lack of coherence between municipal goals and the actual outcome. The analysis indicates that the official strategy is not able to cater for social sustainability partly due to institutional constraints. Moreover, there is no concise understanding of what sustainability means, which in turn hampers the ability to operationalise the concept in urban planning. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","compact city; private-led development; segregation; social sustainability; Sustainable urban development",Article,Scopus
"Andersson M., Minoia P.","Ecological sanitation: a sustainable goal with local choices. A case study from Taita Hills, Kenya",2017,"African Geographical Review",2,"10.1080/19376812.2015.1134336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958525358&doi=10.1080%2f19376812.2015.1134336&partnerID=40&md5=95e2c823e90b2ada15802af5af881b4c","Sanitation has been a core development-related keyword since the Millennium Development Goals were launched, but its improvement in sub-Saharan Africa has been considered generally slow. So far, sanitation needs have been mainly addressed technically and economically while lacking proper intersection with related conditions, such as health education, cultural and environmental contexts, gender and ownership. These elements seem now to be considered by the new Sustainable Goals launched in 2015. More emphasis is given to the importance of providing differentiated, instead of homogenized, guidance to any process of change and material intervention, including sanitation projects. These cannot be reduced in terms of external environmental-engineered cycle connecting households but have to be valued for the way they involve people’s bodies, ecosystems and livelihoods. This paper presents the results of a research conducted in Kenya, and particularly in Taita Hills, an area mainly served by pit latrines and hit by environmental degradation. The research was meant to understand local perceptions and attitudes toward implementation of different types of ecological sanitation solutions that make possible the establishment of a closed loop of nutrients connecting food production and sanitation. The findings indicate the importance of local cultures and personal preferences in defining sanitation choices, particularly in rural areas, starting by the consideration of local livelihoods and preexisting systems serving the human waste disposal cycles. © 2016 The African Specialty Group of the Association of American Geographers.","cultural sustainability; ecological sanitation; Kenya; sanitation; sustainable development goals",Article,Scopus
"Hanson A.-M.","Women’s environmental health activism around waste and plastic pollution in the coastal wetlands of Yucatán",2017,"Gender and Development",1,"10.1080/13552074.2017.1335450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023748345&doi=10.1080%2f13552074.2017.1335450&partnerID=40&md5=5c0b780bf82ba58004e59ca36567a4c4","This article focuses on women’s grassroots organisations and their role in confronting waste-induced water, health, and development challenges in low-lying tropical coastal areas. As a case study, the article will focus on women’s waste management and plastics recycling organisations in Yucatán, Mexico and their role in preventing water-borne diseases and educating the community on the links between garbage and human health. Women educate the community on the links between garbage and human health; challenge exclusionary gender norms by increasing women’s participation in community sustainable development, and improve urban conditions in the coastal wetlands. I draw from over 400 surveys with coastal residents and 14 oral histories with coastal women, to underscore the muddy links that connect sanitation to gendered responsibility and the exclusionary spaces of urban development and ecological restoration in the swamps. The information shared through the histories and broad surveys emphasises how gendered roles and expectations are critical variables in shaping social difference, ecological degradation, and human health in low-lying coastal areas and cities. © 2017 Oxfam GB.","coastal wetlands; México; Recycling; waste; women’s grassroots organisations; Yucatán",Article,Scopus
"Li Y., Ye Y., Xiao L., Xu W., Law A., Wang D.","Classifying community space at a historic site through cognitive mapping and GPS tracking: The case of Gulangyu, China",2017,"Urban Design International",7,"10.1057/s41289-016-0010-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018443688&doi=10.1057%2fs41289-016-0010-z&partnerID=40&md5=c9383a6fc9201c0dcf6bc3f396aeaa33","Local community space at historic sites is easily unsettled by the flood of numerous tourists, but arguably the negative impacts of hard tourism on community spaces are even more severe. Understanding the situation and seeking appropriate optimization strategies to balance urban tourist development and community space protection has gradually become a commonly desired norm amongst researchers and practitioners alike. Nevertheless, as investigators have suggested, the construction of this balance is often very difficult and actual workable and practical solutions to real problems are often still rare. Part of the reason for a lack of workable solutions lies in the difficulties of understanding conflicting space. This article adopts a quantitative approach to identify various types of community spaces, by overlaying cognitive maps of the local community with data on the behavioral patterns of tourists via GPS tracking. Based on the classification of various kinds of community spaces, a series of corresponding optimization strategies to protect various communities are proposed. To conclude, this article explores new analytical frameworks for the sustainable development of historic sites by the classification of community spaces, via a combination of cognitive mapping, GPS tracking, and GIS visualization methods. © 2016 Macmillan Publishers Ltd.","cognitive map; community residents; GIS; GPS tracking; tourists",Article,Scopus
"Gurgel R.S., Farias P.R.S., De Oliveira S.N.","Land use and land cover mapping and identification of misuse in the permanent preservation areas in the Tailândia Municipality - PA",2017,"Semina:Ciencias Agrarias",3,"10.5433/1679-0359.2017v38n3p1145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020772710&doi=10.5433%2f1679-0359.2017v38n3p1145&partnerID=40&md5=a5b426035363cb8950132b1cf024cf66","The objective of this study is to expand the mapping of land use and land cover, as well as of the permanent preservation areas (PPAs), and identify land misuse areas in the PPAs in the Tailândia municipality in the state of Pará, which is part of the Amazon biome. Remote sensing techniques and geographic information systems (GIS) were used to achieve these goals. Mapping and classification for the year 2012 were made by visual interpretation of images obtained from the RapidEye satellite, which has a 5 m spatial resolution. In this work, we identified nine classes of land use and land cover. From the hydrography vectors it was possible to determinate the Permanent Preservation Areas of the bodies of water according to the environmental legislation. Analysis of misuse in the PPAs was made by crossing-checking the land use and land cover data with that of the PPAs. The results show that 53% of the municipality (2,347.64 km2) is occupied by human activities. Livestock farming is the activity that has most increased the use of area (30%), followed by altered vegetation (14.6%) and palm oil (7.2%). The PPAs have a high percentage of misuse (47.12%), with livestock being the largest contributor, occupying 26.65% of the PPAs, followed by altered vegetation (12.64%) and palm oil (4.29%). Therefore, the main objective in Tailândia is to reconcile economic activity with sustainable development. It is important to emphasize the partnerships between the government, research institutions, regulatory agencies, states departments and local communities, else it would be impossible to monitor or control an area as vast as the Amazon.","Amazon deforestation; Land use and land cover; Misuse in the PPAs; Remote sensing",Article,Scopus
"Owuor M.A., Icely J., Newton A., Nyunja J., Otieno P., Tuda A.O., Oduor N.","Mapping of ecosystem services flow in Mida Creek, Kenya",2017,"Ocean and Coastal Management",13,"10.1016/j.ocecoaman.2017.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014022564&doi=10.1016%2fj.ocecoaman.2017.02.013&partnerID=40&md5=25dcda3a29acf7f51750ba68ae327d5b","The concept of ecosystem services (ES) and its application in natural resources management decision making is a new conservation paradigm. A better understanding of ES in resource-rich developing countries can contribute to poverty alleviation and sustainable development, while at the same time conserving natural resources. This study assessed the flow of ES in Mida Creek, a marine reserve in Kenya, with the aim of characterizing land use/land cover (LULC) classes, spatially mapping distribution of ES, identifying important ES, and establishing the opinions of experts on ES flow. A qualitative and quantitative assessment was carried out coupling expert scores and LULC maps in a matrix structure. A participatory approach was used to engage and raise awareness with the community groups who actively participate in conservation activities in the creek, together with researchers/academics/managers who also are involved with the management of the reserve. The study was carried out between July and October 2015 and a total of 65 participants were involved. Datasets were collected using questionnaires in which ecosystem service flow was scored based on expert estimates per LULC class against the selected ES. Data were assessed using statistical and spatial analysis techniques. Results for the flow of provisioning services showed that, while palm trees were the main source of firewood (68%), other vegetation types were also an important source for wood products, including charcoal (46%), construction poles (54%) and fishing gear (68%). There was also a high flow of provisioning services (sea food and bait organisms) from water bodies (82%) and mangroves (80%). Flow for regulating services was mainly from mangroves, and for cultural services from beaches, mangroves and water bodies. Saline bare areas and sand flats scored least for all the ES. There were statistically significant differences in the scoring of the LULC against the different categories of provisioning, regulating and cultural services between the local communities and the other stakeholders. The method shows both the location of the resources utilized by the communities and, also, facilitates communication between these communities and the decision makers, thereby providing an example of a management strategy at the local scale for other coastal regions of Kenya and elsewhere. © 2017 Elsevier Ltd","Ecosystem services; Kenya; Management effectiveness; Marine protected areas; Mida Creek; Stakeholder participation",Article,Scopus
