Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Bao C., Chen X.","The driving effects of urbanization on economic growth and water use change in China: A provincial-level analysis in 1997–2011",2015,"Journal of Geographical Sciences",22,"10.1007/s11442-015-1185-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961290868&doi=10.1007%2fs11442-015-1185-8&partnerID=40&md5=cb451bf450ea74a500d15ab6321ab8ac","As one of the key issues in China’s sustainable development, rapid urbanization and continuous economic growth are accompanied by a steady increase of water consumption and a severe urban water crisis. A better understanding of the relationship among urbanization, economic growth and water use change is necessary for Chinese decision makers at various levels to address the positive and negative effects of urbanization. Thus, we established a complete decomposition model to quantify the driving effects of urbanization on economic growth and water use change for China and its 31 provincial administrative regions during the period of 1997–2011. The results show that, (1) China’s urbanization only contributed about 30% of the economic growth. Therefore, such idea as urbanization is the major driving force of economic growth may be weakened. (2) China’s urbanization increased 2352×108 m3 of water use by increasing the economic aggregate. However, it decreased 4530×108 m3 of water use by optimizing the industrial structure and improving the water use efficiency. Therefore, such idea as urbanization is the major driving force of water demand growth may be reacquainted. (3) Urbanization usually made greater contribution to economic and water use growth in the provincial administrative regions in east and central China, which had larger population and economic aggregate and stepped into the accelerating period of urbanization. However, it also made greater contribution to industrial structure optimization and water use efficiency improvement, and then largely decreased total water use. In total, urbanization had negative effects on water use growth in most provincial administrative regions in China, and the spatiotemporal differences among them were lessened on the whole. (4) Though urbanization helps to decrease water use for China and most provincial administrative regions, it may cause water crisis in urban built-up areas or urban agglomerations. Therefore, China should construct the water transfer and compensation mechanisms between urban and rural areas, or low and high density urban areas as soon as possible. © 2015, Science in China Press and Springer-Verlag Berlin Heidelberg.","complete decomposition model; economic growth; spatiotemporal difference; urbanization; water demand; water resources compensation",Article,Scopus
"Gössling S., Choi A.S.","Transport transitions in Copenhagen: Comparing the cost of cars and bicycles",2015,"Ecological Economics",40,"10.1016/j.ecolecon.2015.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925359035&doi=10.1016%2fj.ecolecon.2015.03.006&partnerID=40&md5=0f658680611cb9306c07565b1ee0f8c8","In many cities of the world, bicycle infrastructure projects are implemented to foster more sustainable transportation systems. However, such projects have often raised questions regarding their public funding, as they entail considerable costs. This paper reviews cost-benefit analysis (CBA) frameworks as these are presently used to assess bicycle infrastructure projects. Specific focus is on the CBA framework developed in Copenhagen, Denmark, a self-declared ""city of cyclists"". In this framework, costs and benefits of car and bicycle, the two major urban transport modes, have been assessed and are compared across accidents, climate change, health, and travel time. The analysis reveals that each km travelled by car or bike incurs a cost to society, though the cost of car driving is more than six times higher (Euro 0.50/km) than cycling (Euro 0.08/km). Moreover, while the cost of car driving is likely to increase in the future, the cost of cycling appears to be declining. The paper concludes with a discussion of the applicability of the Copenhagen CBA framework to advance sustainable transport planning and to motivate and justify urban restructuring. © 2015 Elsevier B.V.","Bicycles; Cars; Copenhagen; Cost-benefit analysis; Sustainable transport; Urban transport transition",Article,Scopus
"Berry M., BenDor T.K.","Integrating sea level rise into development suitability analysis",2015,"Computers, Environment and Urban Systems",11,"10.1016/j.compenvurbsys.2014.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921912679&doi=10.1016%2fj.compenvurbsys.2014.12.004&partnerID=40&md5=151d3006caa5bcb120ff59434578fa7f","Global climate change and rising sea levels are impacting the sustainability and vitality of coastal communities, making identifying vulnerable areas particularly important to minimize the population and infrastructure at risk. In this paper, we expand the classic overlay method developed by Ian McHarg by incorporating sea level rise projections for the 2020s and 2050s into a GIS-based land use suitability analysis of New York City. This analysis considers elevation, slope, distance to coast, rock type, land cover, and sea level rise, which was modeled using a bathtub model. We use the analytical hierarchy process (AHP) to produce weights for the criteria considered. Our results suggest that Eastern Staten Island and the southern shore of Brooklyn and Queens are especially unsuitable for future development without major adaptation measures. We also offer recommendations for improving this analysis through improved hydrological connectivity measures in modeling sea level rise, as well as better methods of accounting for policies influencing the manner of development in flood zones. © 2015 Elsevier Ltd.","Climate change; Ecological planning; Environmental planning; Hurricanes; Ian McHarg; Landscape suitability analysis; Natural hazards; Overlay analysis; Sea level rise; Suitability analysis",Article,Scopus
"Ibes D.C.","A multi-dimensional classification and equity analysis of an urban park system: A novel methodology and case study application",2015,"Landscape and Urban Planning",42,"10.1016/j.landurbplan.2014.12.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922977908&doi=10.1016%2fj.landurbplan.2014.12.014&partnerID=40&md5=05a68b74605760d9cdcc1beb2d2c9146","This study introduces a novel, multidimensional methodology for empirically classifying urban parks according to their physical, land cover, and built features. An equity analysis compares the resulting park types to neighborhood social characteristics, statistically and spatially evaluating who has access to which kind of park. The process can be customized to the built, geographic, and social conditions and public policy goals of other cities, but is here applied to Phoenix, Arizona. The case study application provides a proof of concept, revealing the composition and distribution of various park types and demonstrating the utility and feasibility of the classification procedure and equity analysis. Results reveal five distinct park types in Phoenix - Suburban Amenity Parks, Green Mini Parks, Native Desert Preserves, Green Neighborhood Parks, and Urban Core Parks - each exhibiting a unique mix of physical, spatial, land cover, and built characteristics. The equity analysis highlights priority areas for park improvements, potential equity concerns, and phenomena for future research. A discussion section evaluates the results in light of previous research and suggests how findings can inform sustainable and just urban park policy, planning, and management. © 2015 Elsevier B.V.","Civic space; Environmental justice; Equity analysis; Parks; Public space; Urban sustainability",Article,Scopus
"Pan G., Xu Y., Yu Z., Song S., Zhang Y.","Analysis of river health variation under the background of urbanization based on entropy weight and matter-element model: A case study in Huzhou City in the Yangtze River Delta, China",2015,"Environmental Research",34,"10.1016/j.envres.2015.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937965923&doi=10.1016%2fj.envres.2015.02.013&partnerID=40&md5=5e3980a30ce70daf3cce1982cb289150","Maintaining the health of the river ecosystem is an essential ecological and environmental guarantee for regional sustainable development and one of the basic objectives in water resource management. With the rapid development of urbanization, the river health situation is deteriorating, especially in urban areas. The river health evaluation is a complex process that involves various natural and social components; eight eco-hydrological indicators were selected to establish an evaluation system, and the variation of river health status under the background of urbanization was explored based on entropy weight and matter-element model. The comprehensive correlative degrees of urban river health of Huzhou City in 2001, 2006 and 2010 were then calculated. The results indicated that river health status of the study area was in the direction of pathological trend, and the impact of limiting factors (such as Shannon's diversity index and agroforestry output growth rate) played an important role in river health. The variation of maximum correlative degree could be classified into stationary status, deterioration status, deterioration-to-improvement status, and improvement-to-deterioration status. There was a severe deterioration situation of river health under the background of urbanization. © 2015 Elsevier Inc.","Entropy weight; Matter-element model; River health; Urbanization; Yangtze River Delta",Article,Scopus
"Dowling R., Kent J.","Practice and public-private partnerships in sustainable transport governance: The case of car sharing in Sydney, Australia",2015,"Transport Policy",49,"10.1016/j.tranpol.2015.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924952174&doi=10.1016%2fj.tranpol.2015.02.007&partnerID=40&md5=46a75967029377d7aaf28093ab4aec92","Over the past two decades car sharing has become a mainstream transportation mode for over a million users worldwide with organisations now operating in more than 1100 cities across 26 countries and on five continents. Car sharing has developed alongside significant intellectual currents exploring the attributes and effectiveness of the diverse strands of transport policy. These debates include the efficacy of behaviour change programmes to shift transport practice, the imprints of neoliberalism on transport policy, and the withdrawal of the state as active agent in shaping policy privatisation. Despite its emergence amid these debates, car sharing has largely escaped their due consideration. This paper brings car sharing and transport policy scholarship into explicit conversation. It suggests that thinking car sharing through the broader lens of transport policy can produce a richer understanding of why car sharing works, and demonstrates that the case of car sharing sheds unique light onto key contemporary debates in transport policy. We present empirical data from an in depth content analysis of car sharing policy in Sydney, Australia. This data is used to explore the ways transport policy can, and does, facilitate successful car sharing. We draw upon two key theoretical frameworks to explain this success-practice theory and public-private partnerships. We conclude with a discussion of the way this unique analysis contributes to ongoing debates about the broader contours of transport governance. © 2015 Elsevier Ltd.","Car sharing; Parking policy; Practice theory; Public-private partnership; Transport governance",Article,Scopus
"Kim D., Ko J., Park Y.","Factors affecting electric vehicle sharing program participants' attitudes about car ownership and program participation",2015,"Transportation Research Part D: Transport and Environment",61,"10.1016/j.trd.2015.02.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924577278&doi=10.1016%2fj.trd.2015.02.009&partnerID=40&md5=055d67813faa202a385efb06875bbfa5","There are growing concerns on traffic congestion, climate change and parking problems in major cities. Faced with these concerns, policy makers have sought sustainable transportation options including electric vehicle sharing programs (EVSPs). The city of Seoul with 10 million people also has recently launched an EVSP to provide citizens with an alternative travel mode. This study attempts to explore factors affecting the EVSP participants' attitudes about car ownership and program participation. To do this, a web-based survey was conducted for the participants of the Seoul EVSP, asking their satisfaction levels for the components of the EVSP. Then, using 533 responses of 1772 EVSP members (a response rate of 30%), ordered probit models were developed for three types of attitudes: (1) willingness to dispose of a car, (2) willingness to purchase an EV and (3) willingness to continue participating in the EVSP. The estimated models suggested that participants' social and economic perspectives were the most important factors affecting the participants' attitudes. In addition, the attitudes varied depending on personal characteristics such as gender, age and income. Although this study was conducted in the early stage of an EVSP, its results are expected to provide insights into a better EVSP design. © 2015 Elsevier Ltd.","Car sharing; Electric vehicle; Factor analysis; Ordered probit; Satisfaction",Article,Scopus
"Schenone C., Delponte I., Pittaluga I.","The preparation of the Sustainable Energy Action Plan as a city-level tool for sustainability: The case of Genoa",2015,"Journal of Renewable and Sustainable Energy",9,"10.1063/1.4921723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934927842&doi=10.1063%2f1.4921723&partnerID=40&md5=842203be62a8480ce2363885889a8f90","To ensure European Union (EU) commitments to the Kyoto protocol, on 29 January 2008 the European Commission launched the Covenant of Mayors (CoM). This is an initiative aimed at unilateral and voluntary participation of European cities in energy efficiency improvement, renewable energy source usage increase, and greenhouse gas emission reduction by 2020. The Municipality of Genoa, Italy, joined the initiative on February 2009 and its Sustainable Energy Action Plan (SEAP), aimed at a 23.7% CO<inf>2</inf> reduction by 2020, has been the first among European cities to be officially published by the European Commission. Following a description of EU environmental policies concerning the energy sector and related regulatory framework, this paper presents issues of CoM and SEAP from an overall standpoint and their application in the city of Genoa. The SEAP approach and criteria, initially considered at a general level, are then analyzed in detail with their operational consequences regarding the city. The Baseline Emission Inventory for the city, preparation of the SEAP, its implementation in the various sectors involved (buildings, renewable energy sources, transport, public policy, and others) are analyzed. Eventually, the SEAP monitoring strategy is addressed, considering assessment of the implemented actions, biennial monitoring report, and dynamic management of the CoM. In this way, a useful benchmark is provided to those facing this issue and, more generally, to those dealing with the management of energy sustainability at various levels. © 2015 AIP Publishing LLC.",,Article,Scopus
"Zhou Y., Xing B., Ju W.","Assessing the Impact of Urban Sprawl on Net Primary Productivity of Terrestrial Ecosystems Using a Process-Based Model-A Case Study in Nanjing, China",2015,"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",8,"10.1109/JSTARS.2015.2440274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937691109&doi=10.1109%2fJSTARS.2015.2440274&partnerID=40&md5=a0000621353ca147c29fbb75397e172d","Urban sprawl/urbanization has large impacts on the structure and function of terrestrial ecosystems. Net primary production (NPP) is an important indicator for estimating the earth's ability to support life and aids the evaluation of sustainable development of the terrestrial ecosystem. In this study, the process-based boreal ecosystem productivity simulator (BEPS) model was used in conjunction with leaf area index (LAI) dataset, land cover, and meteorological and soil data to simulate daily NPP at spatial resolution 250 m in Nanjing, a representative region within the Yangtze Delta, for the period 2001-2010. Effects of urbanization on land-cover change and regional NPP are quantitatively evaluated. The results show that during this period, urbanization caused significant land-cover change. Compared with 2001, urbanized area and area covered by water bodies increased significantly, while vegetated area declined greatly. The greatest loss was cropland, followed by evergreen coniferous and closed deciduous forests. There were obvious spatial differences in NPP variations. The reduction rate of annual NPP in the major city of Nanjing, Jiangning District, and Gaochun County was much higher than that in Pukou and Luhe district, and Lishui County. These results indicate that a process-based model driven by remote sensing is useful in assessing the impact of urban sprawl on NPP, and urbanization, not climate factors, is a main factor for NPP reduction for an urbanizing region. © 2015 IEEE.","Boreal ecosystem productivity simulator (BEPS) model; land-cover change; land-use change; net primary production (NPP); urban sprawl",Article,Scopus
"Lin X., Wang Y., Wang S., Wang D.","Spatial differences and driving forces of land urbanization in China",2015,"Journal of Geographical Sciences",31,"10.1007/s11442-015-1186-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961289038&doi=10.1007%2fs11442-015-1186-7&partnerID=40&md5=6fea38d7a1d3049ceeb1b10f0613c7ae","Land urbanization plays an important supporting and restriction role in the rapid and sustainable development of urbanization in China, and it shows distinctive spatial heterogeneity. Applying urban area as the basic research unit and urban construction land area as the core indicator, this paper establishes the conceptual framework and calculation method for the quantity and rate of land urbanization process. The study evaluates the spatial differentiation pattern of absolute and relative process of land urbanization in 658 cities in China from 2000 to 2010. The spatial distribution of cities with rapid land urbanization process is discussed, and the contribution rate and its spatial heterogeneity of major land use types are examined with the aid of GIS. The main conclusions are as follows: (1) Land urbanization in China shows a clear spatial difference. The greater the city scale, the faster its land urbanization. The cities with rapid land urbanization show a significant pattern of central distribution in coastal regions and a scattered distribution in the inland regions. (2) Over the last 10 years, the average quantity of land urbanization in the 656 cities was 3.82 km2, the quantity of land urbanization is differentiated by administrative grade. The average rate of land urbanization was 6.89%, obviously faster than the speed of population urbanization. The rate of land urbanization reveals a pattern of differentiation between coastal and other cities. (3) In the past 10 years, the two primary land use types associated with land urbanization in China are residential and industrial, with a combined contribution rate of 52.49%. The greater the scale of the city, the more significant the driving effect of industrial land. In small- and medium-scale cities of the western and central regions, the growth of residential land is the primary driver of land urbanization, while in coastal urban agglomerations and cities on important communication axes, the growth of industrial land is the main driver. (4) Overall, urban population agglomeration, industrial growth and investment are the three drivers of land urbanization in China, but cities of different scales have different drivers. © 2015, Science in China Press and Springer-Verlag Berlin Heidelberg.","China; land urbanization; the driving force for land urbanization; urban area; urban construction land",Article,Scopus
"Sueyoshi T., Yuan Y.","China's regional sustainability and diversified resource allocation: DEA environmental assessment on economic development and air pollution",2015,"Energy Economics",80,"10.1016/j.eneco.2015.01.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924765504&doi=10.1016%2fj.eneco.2015.01.024&partnerID=40&md5=c140f41fc661959a83ff7c90d91e2cc7","Environmental protection, including the prevention of air pollution and health hazard materials such as PM2.5 and PM10, is now a very serious policy issue in China after attaining the rapid economic growth and development. The PM stands for ""Particular Matter"", indicating the size of both solid particles and liquid droplets found in air. Unfortunately, the economic development has produced a serious healthcare problem in not only China and other surrounding nations. To enhance people's healthcare and appeal a good national image to the world, China is recently looking for the new industrial and environmental policy direction to attain social sustainability in terms of economic development and environmental prevention. To discuss policy implications on the new policy direction, this study utilizes Data Envelopment Analysis (DEA) for assessment on its regional performance by incorporating PM2.5 and PM10 as undesirable outputs, along with two disposability concepts (i.e. natural disposability and managerial disposability). No previous DEA study has incorporated the amount of PM2.5 and PM10 in empirical investigation. Using a simulated data set for the period of 2013-2014, this study measures the efficiency of municipality cities under four different types of regional classifications. The empirical results indicate that the Chinese government should distribute its economic resources to cities, which locate in the northwest region (including Lanzhou, Xining, Yinchuan and Urumqi), and reinforce more strict regulation on energy consumptions for environmental prevention in major cities (e.g. Beijing, Tianjin, Shanghai and Chongqing). The industrial policy change from the economic growth to the environment protection is essential for the future of China, which is currently the second largest economic power in the world. The environmental protection can enhance the China's image of contributing in economics, industry and environmental protection to all other nations. It can be envisioned that the new policy effort reduces the regional imbalance and increases the social sustainability in China. The empirical findings and policy implications discussed in this study are applicable to not only China but also other industrial and developing nations and those are useful in guiding their industrial and environmental policy development. © 2015 Published by Elsevier B.V.","China; DEA; Environment Protection; Industrial Development; Regional Imbalance; Social Sustainability",Article,Scopus
"Mosweunyane D., Montsho C.B.","From humble beginning to prosperity: Processes and successes of building resilient communities (Etsha villages) Botswana Christian Council",2015,"Cases on Grassroots Campaigns for Community Empowerment and Social Change",,"10.4018/978-1-4666-8568-0.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957660840&doi=10.4018%2f978-1-4666-8568-0.ch005&partnerID=40&md5=493900d3284f9cf2f393cd6a01253134","This chapter examines the role that the Botswana Christian council served to empower the marginalised population of Etsha villages. A distinctive feature of the empowerment processes in this case was a 'collective and inclusive' principle. Collectiveness and inclusiveness implies that people at the grassroots levels were actively involved. Perhaps this involvement was particularly facilitated by the fact that the villagers used what they were familiar with, natural resources and indigenous expertise. This project constituted a major strategy for promoting sustainable development and empowering local communities to make use of local resources for their economic empowerment. Indeed, the case illustrated that the Etsha villages' transformation/empowerment was realised through this project. They attracted monetary rewards from their production of handicrafts and services offered through the museum. These villages gained not only economically, they even transformed the processes of decision-making, which is one of the key aspects of political empowerment. © 2015, IGI Global. All rights reserved.",,Book Chapter,Scopus
"Vesco A., Ferrero F.","Handbook of research on social, economic, and environmental sustainability in the development of smart cities",2015,"Handbook of Research on Social, Economic, and Environmental Sustainability in the Development of Smart Cities",4,"10.4018/978-1-4666-8282-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957361434&doi=10.4018%2f978-1-4666-8282-5&partnerID=40&md5=2b42c63898dde68e917e709a137fef91","As population growth accelerates, researchers and professionals face challenges as they attempt to plan for the future. Urban planning is a significant component in addressing the key concerns as the world population moves towards the city and leaves the rural environment behind, yet there are many factors to consider for a well rounded community. The Handbook of Research on Social, Economic, and Environmental Sustainability in the Development of Smart Cities brings together the necessary research and interdisciplinary discussion to address dilemmas created by population growth and the expansion of urban environments. This publication is an essential reference source for researchers, academicians, investors, and practitioners interested in the urban planning and technological advancements necessary for the creation of smart cities. © 2015, IGI Global. All rights reserved.",,Book,Scopus
"Depledge J., Yamin F.","The Global Climate-change Regime: A Defence",2015,"The Economics and Politics of Climate Change",1,"10.1093/acprof:osobl/9780199573288.003.0021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938501476&doi=10.1093%2facprof%3aosobl%2f9780199573288.003.0021&partnerID=40&md5=48bfbab551ff7ab9775204d6de0e9d6d","This chapter examines the climate change regime through a wider lens and from a longer-term perspective than is usually employed by its critics. In doing so, the chapter defends the continuation of the climate change regime in its basic current form, but proposes several reform options aimed at improving the regime's effectiveness. The climate change regime has been shaped, and sometimes pulled in opposing directions, by two distinct framings and institutional reference points. The first is the framing of climate change as an environmental/pollution control issue; the second framing sees climate change as an issue integrally linked to the achievement of sustainable development. The chapter begins by outlining the nature of regimes in general before turning to the climate change regime itself. It then reviews the historical antecedents of the regime, followed by a brief account of its current institutions and procedures. It also analyses the achievements and weaknesses of the regime as a negotiating environment, citing in particular the persistence of dysfunctional North-South politics and unwieldy decision-making. Finally, it stresses the importance of the regime's global nature. © Oxford Review of Economic Policy, 2009. All rights reserved.","Climate change; Climate change regime; Decision-making; North-South politics; Pollution control; Reform; Sustainable development",Book Chapter,Scopus
"Niţă M.R., Niculae M.I., Onose D.A., Pătroescu M., Vânău G.O., Ciocănea C.M.","Recommendations for natural resources conservation in the influence areas of cities: A case study of Bucharest, Romania",2015,"Handbook of Research on Sustainable Development and Economics",1,"10.4018/978-1-4666-8433-1.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957403837&doi=10.4018%2f978-1-4666-8433-1.ch005&partnerID=40&md5=612456b0bd962be9d9185bdc5a5fc718","As urban development has become an increasing problem, urban planning is required to integrate social and economical needs with the sustainable use of natural resources. Since the urban development is favoured by the amount and diversity of the natural resources (land, mineral resources, green areas, aquatic surfaces) available in the area of influence of the cities and its negative externalities aren't limited inside the urban limits the conservation of those resources became an important issue in the scientific circles. Lately planners have been using GIS techniques and remote sensing, based on international and local databases, in finding the most probable scenarios and the best available solutions in order to promote a sustainable development of urban areas. Four models of natural resources conservation have proved effective in the influence areas of cities: protected areas, yellow-green belts, regional parks and oxygen generating surfaces. The establishment and management of these can be better realised by GIS techniques, because of their efficiency and ease of use, the suitability and general availability of data. © 2015, IGI Global. All rights reserved.",,Book Chapter,Scopus
"Lombardi P., Giordano S.","Evaluating the smart and sustainable built environment in urban planning",2015,"Handbook of Research on Social, Economic, and Environmental Sustainability in the Development of Smart Cities",3,"10.4018/978-1-4666-8282-5.ch003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957373033&doi=10.4018%2f978-1-4666-8282-5.ch003&partnerID=40&md5=6780bb2b5c4b2d60fb9e024d0abda211","The measurement of urban performance is one of the important ways in which one can assess the complexity of urban change, and judge which projects and solutions are more appropriate in the context of smart and sustainable urban development. This chapter introduces a new system for measuring urban performances. This is the result of two years of joint cooperation between the authors and the Italian iiSBE members group. It is based on previous research findings in the field of evaluation systems for the sustainable built environment. This new approach is useful for evaluating smart and sustainable urban redevelopment planning solutions, as it is based on benchmarking approaches and multi-scalar quantitative performance indicators (KPIs), from individual building level to city level. A number of important implications of the main findings of this study are set out in the concluding section, together with suggestions for future research. © 2015, IGI Global. All rights reserved.",,Book Chapter,Scopus
"El-Asmar H.M., Taha M.M.N., El-Kafrawy S.B., El-Sorogy A.S.","Control of Late Holocene Geo-processes on the sustainable development plans of the Tineh Plain, NW Sinai coast, Egypt",2015,"Journal of Coastal Conservation",3,"10.1007/s11852-015-0377-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931566617&doi=10.1007%2fs11852-015-0377-9&partnerID=40&md5=87621e2bd8795bff1ed1988e48610627","The Tineh Plain NW Sinai coast has been the subjected of several studies related to its stratigraphy, geoarchaeology, and sustainable development. Recently, the name of the Tineh Plain has emerged following the government of Egypt’s decision to establish a new economic project to develop the Suez Canal Sector (Suez Canal Corridor Mega Project). Landsat and SPOT satellite images acquired for years 1984, 2000, 2006, 2008 and 2010 to detect temporal changes coupled with field relations, verification, sampling, analyzing and photographing were conducted. Change detection of LU/LC show six classes; the beach, the wetland (El-Mallaha lagoon), Sabkhas or salt marshes, urban, agriculture, and fish breeding farms. In 1984, the beach (4.2 km2), El-Mallaha lagoon (26.4 km2), sabkhas or salt marches (236.7 km2) were reduced due to expansion of agriculture (120.3 km2), fish breeding farms (35.7 km2) and controlled by sediment characteristic (salinity and grain size). Accordingly, fish farms grow northward of the Tineh Plain while reclamation and cultivation extends southward. Such activities may threaten the archaeological sits at Tell El-Farama (The City of Pelusium). Three geomorphic units detected, these are the beach, the strand plain, and the deltaic plain. The beach is flat with concavo (accreted) - convex (eroded) shoreline. The strand plain made of accreted beach ridges of very low bundles, set at slight mutual angles, which sometimes truncate one another. The deltaic plain surface composed of intercalations of sand and mud of shoreface, mouth bar, and distributary channel fill. The accreted ridges representing four paleoshorelines related to Late Holocene and dated back to 400–500BP, 1100–1200BP, 1400–1500BP, and 1700–1900BP, those record the Late Holocene history (sea level, floods, and tectonics) of the Tineh Plain. The study area is waiting a plan of sustainable development, it represents phase “A” East Port Said of the Suez Canal Corridor Mega Project. This study raise the alarm of constructing heavy industries and other logistics related to shipping on the fragile environments of the Tineh Plain. This is in fact due to active tectonism, and sediment characteristics. The activities related to agriculture, fish breeding, and salts and food industries are recommended in the framework of sustainable development. It is important to include the Suez Canal Corridor Project a plan to save the ruins of fortifications of Tineh Plain. These are not only Egyptian heritage but also a world one record the history from the Persian invasions of Egypt about 6th or 7th Century B.C., through the Byzantines in 859–860, the Greeks in 954–955, the Arabic Conquest, and the Crusaders in the 12th Century. A cooperation and support from the international organization such as UNESCO should be conducted. © 2015, Springer Science+Business Media Dordrecht.","Change detection, LU /LC, Geomorphology; Deltaic plain; Sedimentary lithofacies; Shoreline changes; Sinai coast; Strand plain; Tell El-Farama; Tineh Plain",Article,Scopus
"Mavropoulos A., Tsakona M., Anthouli A.","Urban waste management and the mobile challenge",2015,"Waste Management and Research",4,"10.1177/0734242X15573819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928116384&doi=10.1177%2f0734242X15573819&partnerID=40&md5=79185c38cf26ac8501d254429aed2d4a","Digital evolution and mobile developments are carving a new era that affects human behaviour and global governance. Interconnectivity and flow of information through various types of modern means create new opportunities for cooperation and ways to work. Waste management could not stay unaffected by these changes. New potentials are arising for the sector, offering a novel field for innovation, changing the way waste practices are applied. In this framework, mobile products and apps can become valuable tools for authorities, companies, civilians and other stakeholders, integrating these technologies in the battle for environmental protection, recycling, etc. This article examines the unexplored challenges of mobile apps to deliver sustainable waste management with emphasis on recycling and waste prevention performance, especially for emerging developing countries. It presents the opportunities that are involved in using mobile apps to improve both the systemic performance of a specific waste management system and the individual behaviour of the users. Furthermore, the article reviews the most important relevant literature and summarises the key findings of the recent research on mobile apps and human behaviour. Useful conclusions are drawn for both the content and the format of the mobile apps required for recycling and waste prevention. Finally, the article presents the most characteristic mobile apps that are already in place in the waste management sector. © The Author(s) 2015.","behavioural change; mobile apps; recycling; Waste management; waste prevention",Article,Scopus
"Hossain F.M., Hasanuzzaman M., Rahim N.A., Ping H.W.","Impact of renewable energy on rural electrification in Malaysia: a review",2015,"Clean Technologies and Environmental Policy",33,"10.1007/s10098-014-0861-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938373108&doi=10.1007%2fs10098-014-0861-1&partnerID=40&md5=62b698d19bcec49746b1e8f9332d4f47","Abstract Malaysia is rich in renewable energy (RE) resources. Hybrid systems of these resources can contribute strongly to the electrification and sustainable development of rural areas that do not have access to electricity grids. The integration of the generation of hybrid renewable power in remote and rural areas supplies the required power demand and mitigates emissions. Thus, this study reviews the latest literature (theses, journals articles, and conference proceedings) on the need for electricity in remote rural communities, on hybrid RE systems, on environmental impact, and on economic regulation in Malaysia. Power in this country is mainly generated by fossil fuels that emit high concentrations of greenhouse gases. Thus, RE is a potential alternative for to electrify rural areas, to meet current and future energy demands, and to mitigate emissions. Moreover, Malaysia has pledged to reduce its carbon-emission intensity by a maximum of 40 % (2005 level) by the year 2020. Therefore, the implementation of RE technologies in this country is significantly aided by RE projects, research and development activities, technologies, energy policies, and future direction. This review concludes that solar, wind, hydro, and biomass energy, as well as a hybrid of these, can effectively electrify rural areas. © 2014 Springer-Verlag Berlin Heidelberg.","Emission; Energy; Hybrid energy; Renewable energy; Rural electrification",Article,Scopus
"Faheem H.","Evans Wadongo: bridging the electricity divide in Kenya",2015,"Emerald Emerging Markets Case Studies",,"10.1108/EEMCS-05-2014-0140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080998831&doi=10.1108%2fEEMCS-05-2014-0140&partnerID=40&md5=317dc591e8f7c813321197ecff8a7602","Subject area: Social entrepreneurship, Business Strategy. Study level/applicability: MBA/MS. Case overview: The case discusses about Evans Wadongo, a Kenya-born engineer and social entrepreneur, and his efforts of lighting up the rural communities of Kenya through his MwangBora solar lanterns. Wadongo through his social enterprise Sustainable Development for All-Kenya (SDFA-Kenya) economically empowered women, educated children and empowered youth by creating employment opportunities for them. By 2012, SDFA-Kenya had successfully impacted the lives of 1,20,000 people, benefited more than 60 community groups and set up around 30 economic ventures. Expected learning outcomes: Concept of social entrepreneurship, business model innovation, product innovation, bottom of the pyramid as a market, sustainable development, triple bottom line. Supplementary materials: Teaching notes are available for educators only. Please contact your library to gain login details or email support@emeraldinsight.com to request teaching notes. © 2015, Emerald Group Publishing Limited.","Bottom of the pyramid; Business model innovation; Product innovation; Social entrepreneurship; Solar energy; Sustainable development",Article,Scopus
