Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Kisaalita W.S., Katimbo A., Sempiira E., Mugisa D.","EvaKuula saves Ugandan smallholder farmers’ evening milk",2018,"Sustainable Energy Technologies and Assessments",1,"10.1016/j.seta.2018.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052661598&doi=10.1016%2fj.seta.2018.08.002&partnerID=40&md5=b244c2a4c00781e2b35b795d80ecf5db","Smallholder dairy farmers in rural settings of sub-Saharan Africa cannot get their evening milk to markets because of several reasons. They do not have access to grid electricity to power traditional refrigeration systems that preserve their milk for market the next day. They are not able to transport at night due to safety concerns and poor road conditions, especially in the peak production rainy season, marked by high abundance of fodder. A solution involving the combination of thermization (58–63 °C for 30 s) and low-cost evaporative cooling has been shown to be effective and has been successfully tested in the hands of 30 target users in Wakiso, Kiboga, and Rakai districts of Uganda. All cooled evening milk by these farmers has successfully entered the cold chain, after assessment with the Resazurin assay, commonly used for evaluating freshness by collection centers or buyers. Based on the cooling system (EvaKuula) fabrication costs and daily evening milk sales by the early adopters, a payback period of approximately 20 months is needed for farmers to completely own the EvaKuula, in a rent-to-own business model. Work is in progress to further scale-up the EvaKuula adoption in the region. © 2018 Elsevier Ltd","Evaporative cooling; Food security; Sub-Saharan Africa; Sustainable development; Thermization; User-centered design",Article,Scopus
"Fusaro S., Gavinelli F., Lazzarini F., Paoletti M.G.","Soil Biological Quality Index based on earthworms (QBS-e). A new way to use earthworms as bioindicators in agroecosystems",2018,"Ecological Indicators",9,"10.1016/j.ecolind.2018.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048747192&doi=10.1016%2fj.ecolind.2018.06.007&partnerID=40&md5=a383b156cda70f55b341ffbacc0c1900","Traditionally, earthworms are considered one of the most frequently used bioindicators to evaluate the sustainability of soil use. Therefore a new index, called QBS-e (Soil Biological Quality Index based on earthworms) has been provided in order to improve the monitoring of the soil's biological fertility in the rural environment, as well as for use by non-experts in earthworm taxonomy. We present two case studies to test the application of this new practical tool: one in horticultural agroecosystems and the other in vineyards in North-Eastern Italy, and we compare the QBS-e method with the traditional method of earthworm diversity analysis. We analysed the differences in earthworm fauna between organic and conventional agroecosystems to assess if some particular agronomical practices affect earthworms. The results obtained with the two methods are comparable: this seems to demonstrate the effectiveness of using the QBS-e index in order to save time and costs in soil monitoring programmes. In addition, we propose a simple software to calculate the QBS-e index value and to help with the attribution of the correct ecological category to the sampled specimens. © 2018 Elsevier Ltd","Agroecosystem management; Bioindicators; Earthworms; Monitoring; QBS-e index; Soil Biological Quality",Article,Scopus
"Sun J., Li Y.P., Gao P.P., Suo C., Xia B.C.","Analyzing urban ecosystem variation in the City of Dongguan: A stepwise cluster modeling approach",2018,"Environmental Research",5,"10.1016/j.envres.2018.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048335650&doi=10.1016%2fj.envres.2018.06.009&partnerID=40&md5=1991ce53ec65c3531988045cf0eb54d8","In this study, a stepwise cluster modeling approach (SCMA) is developed for analyzing urban ecosystem variation via Normalized Difference Vegetation Index (NDVI). NDVI is an indicator of vegetation growth and coverage and useful in reflecting urban ecosystem. SCMA is established on a cluster tree that can characterize the complex relationship between independent and dependent variables. SCMA is applied to the City of Dongguan for simulating the urban NDVI and identifying associated drivers of human activity, topography and meteorology without specific functions. Results show that SCMA performances better than conventional statistical methods, illustrating the ability of SCMA in capturing the complex and nonlinear features of urban ecosystem. Results disclose that human activities play negative effects on NDVI due to the destruction of green space for pursuing more space for buildings. NDVI reduces gradually from the south part to the north part of Dongguan due to increased gross domestic product and population density, indicating that the ecosystem in Dongguan is better in the south part. NDVI in the northeast part (dominated by agriculture) is sensitive to the growth of economy and population. More attention should be paid to this part for sustainable development, such as increasing afforestation, planting grass and constructing parks. Precipitation has a positive effect on NDVI due to the promotion of soil moisture that is beneficial to plants’ growth. Awareness of these complexities is helpful for sustainable development of urban ecosystem. © 2018 Elsevier Inc.","Human activity; NDVI; Stepwise cluster analysis; Sustainable development; Urban ecosystem",Article,Scopus
"Clemens H., Bailis R., Nyambane A., Ndung'u V.","Africa Biogas Partnership Program: A review of clean cooking implementation through market development in East Africa",2018,"Energy for Sustainable Development",12,"10.1016/j.esd.2018.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048760952&doi=10.1016%2fj.esd.2018.05.012&partnerID=40&md5=cec182ed61f1d21e59e379f8bd3d3a0c","This paper analyses the Africa Biogas Partnership Program (ABPP) in Kenya, Tanzania and Uganda. ABPP was established in 2009 to promote adoption of biodigesters by rural households in sub-Saharan Africa. We use the RE-AIM framework (Reach, Effectiveness, Implementation, Adoption, Maintenance) with information from literature, internal documents, primary data from user surveys and interviews with sector stakeholders. ABPP was implemented with the primary objective of establishing viable biodigester markets. By 2017, Kenya made most progress toward commercial viability, evidenced by market entry of companies offering prefabricated digesters and establishment of 22 marketing hubs, which link rural organizations with local construction enterprises and finance institutions. In Uganda 5 marketing hubs were established and in Tanzania 7. Between 2009 and 2017 over 27,000 households installed a biodigester, half of them in Kenya. Additional objectives include improving agricultural productivity by using bio-slurry, improving health, reducing deforestation, and improving livelihoods. Households perceive higher crop yields (84%–91% of users), reduced fuel consumption (84%–94% of users), reduced eye problems and respiratory symptoms (45%–91% of users). Benefits most appreciated are “easy cooking” and “saving time and money”. Fuel consumption tests show households with biodigesters use 2.1 to 3.3 fewer tons of wood per year than similar households without biodigesters. The ABPP case study suggests that the program has created a nascent biodigester market in East Africa. The country programs have been dynamic and adaptive, moving along the cycle of market development; however, many challenges remain. For example, while half of the adopters in Kenya exclusively use biogas for cooking, in Uganda and Tanzania fuel stacking is more prevalent, making it more difficult to achieve health and environmental objectives. In addition, high upfront cost, limited access to credit, and lack of maintenance present challenges. In 2016, 27% of biodigesters constructed between 2009 and 2013 were not working. In response, ABPP implemented call centers and launched campaigns to repair non-functioning plants. To ensure long-term viability and increase the likelihood of achieving environmental and health goals, we suggest deeper engagement with governmental and non-governmental stakeholders and a targeted campaign promoting exclusive use. © 2018 The Authors","Adoption; Biodigesters; Biogas; Cooking fuel; Rural energy access; Sustained use",Article,Scopus
"Amaral R.R., Šemanjski I., Gautama S., Aghezzaf E.-H.","Urban mobility and city logistics – Trends and case study [Tendências em mobilidade e logística urbana: Uma revisão da literatura e um estudo de caso sobre a cidade de ghent, Bélgica]",2018,"Promet - Traffic - Traffico",3,"10.7307/ptt.v30i5.2825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063257297&doi=10.7307%2fptt.v30i5.2825&partnerID=40&md5=9d394eb6fd0219a1affd830c088f0540","Improving urban mobility is crucial to the sustainable development of a city. Well-managed movement of individuals, goods, and services is essential to increase citizens’ welfare, not only by reducing travel times and congestion levels, but also by minimizing air pollution, noise, accidents, etc. To achieve the desired results, the objectives and scope of the optimization efforts have become broader in recent years. Instead of focusing only on the flows and on the network itself, research and projects have connected various areas of economy to traffic management, such as public health and logistic optimization. In this work we discuss the interconnections between urban mobility and city logistics, and present a case study showing how the mobility plan implemented in Ghent (Belgium) in April 2017 affected its logistic system. © 2018, Faculty of Transport and Traffic Engineering. All rights reserved.","City logistics; Network assignment models; Traffic management; Urban freight; Urban mobility",Article,Scopus
"Violeau J.-L.","Eco-neighbourhoods: The last frustrated outline of the great history of Utopia? [Les écoquartiers: Dernier linéament contrarié de la grande histoire de l'Utopie?]",2018,"VLC Arquitectura",,"10.4995/vlc.2018.10619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061942733&doi=10.4995%2fvlc.2018.10619&partnerID=40&md5=e5bf2215538e302f193711277466d35b","Utopia today draws a critical horizon rather than a promising future. Too often, this promise may have been a tool to plea for patience and justify the immediate sacrifices in the name of a nebulous future. For a long time the construction of the city was an integral part of a larger project to build a new society. But under the contemporary aegis of “sustainable development”, the new sentence is yet to take an original form. In eco-neighbourhoods, the plot is still despotic, and it only re-emerges from its box under the spectre of heliotropism, under the aegis of thermal performance and of neighbourhood plans dictated by the housing orientation. As for the “smart city” -a discovery of the field of marketing-, it will always draw a smile in our faces. Whereas sustainable development emerged in the 2000s as a soft and unanimous slogan, degrowth took over in the 2010s, turning into a hard cleaving slogan. But how to envision the “project” within this horizon without adopting a regressive posture. © 2018 VLC Arquitectura. All rights reserved.","Degrowth; Eco-neighbourhoods; Lacaton & Vassal; Urban dispersion; Utopia",Article,Scopus
"Mosquim R.F., de Oliveira Junior S., Keutenedjian Mady C.E.","Modelling the exergy behavior of São Paulo State in Brazil",2018,"Journal of Cleaner Production",11,"10.1016/j.jclepro.2018.06.235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049872234&doi=10.1016%2fj.jclepro.2018.06.235&partnerID=40&md5=88ac044bacef762bb544278229c33625","Exergy analysis was applied to the state of São Paulo, Brazil, and exergy efficiencies were obtained for its constituent sectors, the Industrial, Rural, Commercial & Public, Residential and Transportation, from most to least efficient. Overall exergy efficiency was found to be 28.3%, a value which lies within the range of similar studies. To indicate the usefulness of the exergy approach, some measures were tested based on exergy efficiency values. LED lamps to improve sectorial exergy efficiencies by lowering consumption, but the overall impact is low. Solar water heaters can mitigate the mismatch in quality between supply and demand, in the Residential sector, by harnessing power from an inexhaustible renewable source. For the Transportation sector, with technological constraints regarding similar internal combustion engine efficiencies, improvements were tested on a total carbon dioxide equivalent emission. Gasoline substitution for ethanol was the better option, and fleet electrification produced a wide range of results due to battery production and variability in emission factors from the Utility sector. © 2018 Elsevier Ltd","Efficiency; Exergy analysis; Society; Sustainability; São Paulo State",Article,Scopus
"Bettridge J.M., Psifidi A., Terfa Z.G., Desta T.T., Lozano-Jaramillo M., Dessie T., Kaiser P., Wigley P., Hanotte O., Christley R.M.","The role of local adaptation in sustainable production of village chickens",2018,"Nature Sustainability",3,"10.1038/s41893-018-0150-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055090513&doi=10.1038%2fs41893-018-0150-9&partnerID=40&md5=6f603f778cf01a5fec54099964afd14d","Village chickens are ubiquitous in smallholder farming systems, contributing to household, local and national economies under diverse environmental, economic and cultural settings. However, they are raised in challenging environments where productivity is low while mortality is high. There is much interest in utilizing indigenous genetic resources to produce a chicken that is resilient to its environment, while at the same time providing the basis of an economically sustainable enterprise. Globally, however, a wide variety of interventions have so far proved unable to deliver sustainable improvements. Here we show that regional differences in trait preferences and parasite burden are associated with distinct chicken gene pools, probably in response to interactions between natural and human-driven (economic and social) selection pressures. Drivers of regional differences include marketing opportunities, cultural preferences, agro-ecologies and parasite populations, and are evident in system adaptations, such as management practices, population dynamics and bird genotypes. Our results provide sound multidisciplinary evidence to support previous observations that sustainable poultry development interventions for smallholder farmers, including breeding programmes, should be locally tailored and designed for flexible implementation. © 2018, The Author(s), under exclusive licence to Springer Nature Limited.",,Article,Scopus
"Popović V., Gladović P., Miličić M., Stanković M.","Methodology of selecting optimal fare system for public transport of passengers [Metodologija izbora optimalnog tarifnog sistema u javnom gradskom prevozu putnika]",2018,"Promet - Traffic - Traffico",,"10.7307/ptt.v30i5.2538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063226086&doi=10.7307%2fptt.v30i5.2538&partnerID=40&md5=2f35a52b1dcafadcbac5e4ad126ae2be","According to the European Committee (EC) on Transport, the future road transport strategy lies in creating a strong road transport sector which is based on a well-functioning internal market, fair competition and workers’ rights, decar-bonization, and use of digital technologies. Urban and suburban passenger transportation systems, according to the principles of the EC, have a key role in achieving the goal of sustainable development and sustainable transport in cities. The fare, ticketing, and payment modes have a significant impact on public urban transport systems, primarily in terms of collecting transport service fees, and represent the basic source of financing of such systems, in addition to subsidies and grants from city budgets. This paper presents the selection methodology of the optimal fare system for urban public transport, applicable for all cities with an organized public city passenger transport (PCPT) system. Based on the established criteria with respect to setting tariff limits and fare systems, passenger demand, and the enterprise organizing the transport, the tariff system was selected. The presented method is that of multi-criteria optimization of the tariff system with numerical results on the example of the City of Novi Sad. © 2018, Faculty of Transport and Traffic Engineering. All rights reserved.","Fare system; Mathematical models; Optimization; Public passenger transport network",Article,Scopus
"Leon I., Oregi X., Marieta C.","Environmental assessment of four Basque University campuses using the NEST tool",2018,"Sustainable Cities and Society",7,"10.1016/j.scs.2018.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051656230&doi=10.1016%2fj.scs.2018.08.007&partnerID=40&md5=32522510ec9beafe03b865573f74e431","Over the past few years, town planners and architects have been facing increasing demands regarding the performance of urban development projects in terms of environment, quality of life and socio-economic issues. For this reason, several tools capable of assessing their environmental impacts have been developed. NEST (Neighbourhood Evaluation for Sustainable Territories) is a particularly interesting one since it permits performing simultaneous environmental, economic and social analyses at a district scale, in addition to evaluating refurbishment scenarios, with a life cycle perspective. Nowadays, universities can be considered as “small cities” due to their large size, population, and the many complex activities that take place on the campuses; thus, they have a direct and indirect impact on the environment. In this article, the authors present the results obtained from the environmental evaluation of the four campuses of the University of the Basque Country (UPV-EHU), using NEST. First, the evaluation consisted of analysing baseline environmental impacts of the four campuses, and then, in order to reduce environmental impacts, the authors presented numerous refurbishment scenarios for the campuses, according to national and international declarations concerning sustainable development in higher education. © 2018 Elsevier Ltd","Decision support tool; Life cycle assessment; University campus development projects; University environmental impact",Article,Scopus
"Li Q., Amjath Babu T.S., Sieber S., Zander P.","Assessing divergent consequences of payments for ecosystem services on rural livelihoods: A case-study in China's Loess Hills",2018,"Land Degradation and Development",4,"10.1002/ldr.3082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051064658&doi=10.1002%2fldr.3082&partnerID=40&md5=42434602cd7f9808700f794a58cfffe6","Payments for ecosystem services (PES) are often used as a tool for arresting land degradation and desertification. Nevertheless, deeper investigation of farm household systems (FHSs) changes during PES projects is rather limited. It is important to understand how various FHSs evolve with the divergent resource allocation strategies aiming at livelihood security in response to the PES scheme. Taking the Grain for Green Programme (GGP) in China as an example, the intended and unintended consequences of a PES scheme on land management and conservation are analyzed. Using principal component analysis and cluster analysis, FHSs types are identified, whereas composite indices regarding environmental, economic, and food security are created to assess the livelihood security of each type. This is followed by a regression analysis to explore the determinants of the livelihood security, as well as a cost–benefit analysis that investigates the multidimensional costs and benefits of FHSs types. The results show that seven distinct FHSs types evolved under the GGP PES scheme, with significant differences in livelihood security components. The strategy of setting aside the optimal share of land for ecosystem services, such as erosion reduction, and then compensating the economic loss with permanent and market-oriented farming activities (greenhouse horticulture and orchards) can establish a positive link between economic development and environmental protection. Findings indicate that careful consideration of market, institutional, and policy interventions for supporting FHSs reorganization under PES schemes is needed to align the environmental goals with food and economic security goals of farm households, ensuring sustainability of the benefits while limiting the unintended consequences. © 2018 The Authors Land Degradation & Development Published by John Wiley & Sons Ltd.","archetype analysis; cost–benefit analysis; ecosytem services assessment; farm typology; land conservation; livelihood security",Article,Scopus
"Li Z., Zhou C., Yang X., Chen X., Meng F., Lu C., Pan T., Qi W.","Urban landscape extraction and analysis in the mega-city of China's coastal regions using high-resolution satellite imagery: A case of Shanghai, China",2018,"International Journal of Applied Earth Observation and Geoinformation",2,"10.1016/j.jag.2018.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060316551&doi=10.1016%2fj.jag.2018.03.002&partnerID=40&md5=be61376218f261c224c8b42baba1d2c7","The analysis of urban land-cover classes and their spatial patterns are important problems in urban ecology, especially in ecologically fragile coastal areas. It is of great significance to those who optimize urban functional zones and are involved in urban planning management and sustainable development. High-resolution imagery has become an instrumental data source for detailed urban spatial pattern analysis, due to the complex structure of urban land covers made it difficult to achieve accurate and detailed information for urban landscape using medium or low-resolution images. In this study, based on China's GaoFen-1 (GF-1) high spatial resolution remote sensing images and a reference dataset, an information extraction technology based on a combination of pixel-, object-, and knowledge- based methods is developed to classify the land covers in urban built-up areas (BUAs) of Shanghai, China. The mapping and landscape pattern analysis of urban BUAs in Shanghai has been completed based on the results of land cover classification. The experimental results show that the overall accuracy and Kappa coefficients of the land-cover classification in Shanghai urban BUAs are 83.7% and 0.71, respectively, which provide effective and reliable data for spatial mapping and landscape pattern analysis. Through the landscape analysis of the classification results of land cover in Shanghai, the results demonstrated that not only is there a high degree of exploitation and utilization of land resources in Shanghai but also that the spatial distribution pattern of land cover types is reasonable, which indicates that its development is sustainable. © 2018 Elsevier B.V.","Coastal China; GaoFen-1 satellite; Land-cover mapping; Landscape; Urban",Article,Scopus
"Salvia R., Quaranta G.","An iterative approach for knowledge production in the agricultural systems and insights for is development",2018,"International Journal of Agricultural and Environmental Information Systems",,"10.4018/IJAEIS.2018100104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053070902&doi=10.4018%2fIJAEIS.2018100104&partnerID=40&md5=f7357601478b23140c56c57348368610","There is motivation in many rural areas and communities to resolve the issues slowing achievement of a sustainable future, and to embrace the concept of the circular economy for agro-food systems. Increased consumption of resources is not an option and therefore best use must be made of capital, incorporating the ""reduce, re-use, recycle"" mantra. Research projects addressing sustainable land use can help to accomplish this aim, and the studies have demonstrated that stakeholders may be helped to understand and act on new knowledge especially if they are involved in more than one project. This is because they gain confidence to evaluate research ideas in the light of their own experience. In the Basilicata region of southern Italy there has been a succession of research projects since the 1990s to study the processes of land degradation and appropriate technologies to combat the risk of desertification. Most recently, the attitudes and perceptions of groups of cereal farmers included in both the DESIRE and REACT projects, or the REACT project alone, were compared using a Questionnaire, and the results highlighted the success of the iterative approach. This is an important finding, and can encourage understanding and action to overcome constraints and support the circular economy in agro-food systems. © Copyright 2018, IGI Global.","Circular Economy; Iterative Dissemination Model; Social Learning; Stakeholder Participation; Sustainable Land Management",Article,Scopus
"Wu Q., Hao J., Yu Y., Liu J., Li P., Shi Z., Zheng T.","The way forward confronting eco-environmental challenges during land-use practices: a bibliometric analysis",2018,"Environmental Science and Pollution Research",7,"10.1007/s11356-018-2866-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052132112&doi=10.1007%2fs11356-018-2866-5&partnerID=40&md5=ab084e0b803ee48dfab7480d0d51c2b8","With rapid urbanisation and industrialisation, land-use practice, while satisfying the ever-increasing desires of our material civilisation in the short term, may undermine natural ecosystems on a local, regional and global scale in the long run. Innovative and sustainable land-use practices should be developed in response, so that eco-environmental problems can assessed and dealt with during the whole process of land-use planning, construction, operation, maintenance and management. Using a bibliometric analysis, this study has traced global trends in land-use research from 1992 to 2016, as indexed in the Science Citation Index EXPANDED (SCI-EXPANDED) and the Social Sciences Citation Index (SSCI). A novel method called ‘word cluster analysis’ has revealed that hotspot analysis is one of the emerging techniques, tools and strategies used to respond to, improve, and protect deteriorating ecosystems during land use. Based on involving various elements, the emerging analytical techniques and tools, including geographical information systems (GIS) and remote sensing, have attracted attention for their ability to assess and solve increasingly serious eco-environmental problems, such as climate change, deforestation, soil erosion, greenhouse gas (GHG) emissions and eutrophication. Ecosystem services, biodiversity conservation, protected areas, and sustainable development are also potential resilience strategies used to confront eco-environmental destruction. The maximum benefits that can be derived from natural ecosystems should be pursued to achieve environmentally sustainable land-use development, strengthening the socio-economy and eco-environment, as well as enhancing the well-being of people and nature. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.","Bibliometric analysis; Eco-environmental challenges; Land use; Science Citation Index EXPANDED (SCI-EXPANDED); Social Sciences Citation Index (SSCI)",Article,Scopus
"Ma X., Li Y., Zhang X., Wang C., Li Y., Dong B., Gu Y.","Research on the ecological efficiency of the Yangtze River Delta region in China from the perspective of sustainable development of the economy-energy-environment (3E) system",2018,"Environmental Science and Pollution Research",4,"10.1007/s11356-018-2852-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051849427&doi=10.1007%2fs11356-018-2852-y&partnerID=40&md5=6a3a644ac8064824bace6d746ed30137","Balancing the relationship between economic development, energy utilization, and environmental protection has become an important task in China’s Strip Planning and Construction. This article takes the annual panel data from 2005 to 2015 as the research object firmly grasps the research basis of the Economy-Energy-Environment (3E) System, and focuses on building a new research framework from both internal and external perspectives of the eco-efficiency index to achieve the exploratory research on regional ecological efficiency changes and influencing factors. First of all, it uses super-efficient slacks-based measure (SBM) model which introduces undesired outputs to measure eco-efficiency at different levels. Then, it applies Malmquist index to calculate total factor productivity and structural efficiencies. Finally, it selects six indicators and uses the STIRPAT regression model to analyze external factors. The results indicate that (1) the overall ecological efficiency is effective and maintaining a good momentum of development. Among all the cities and provinces, Shanghai and Zhejiang provinces play the role of “stabilizers,” while Jiangsu and Anhui provinces act as “accelerators.” (2) All 41 prefecture-level cities can be divided into four different types, i.e., “high-high”, “low-high”, “low-low,” and “high-low” cities, and there is an obvious phenomenon of spatial clustering; (3) pure technical efficiency and scale efficiency is the core driving force for the improvement of ecological efficiency. (4) Anhui and Jiangsu provinces show a U-shaped relationship, while Zhejiang province shows an inverted U-shaped relationship. [Figure not available: see fulltext.]. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.","Ecological efficiency; Economy-Energy-Environment (3E) System; Malmquist index; Panel data regression; STIRPAT model; Super-efficient SBM model",Article,Scopus
"Manyeh A.K., Nathan R., Nelson G.","Maternal mortality in ifakara health and demographic surveillance system: Spatial patterns, trends and risk factors, 2006 - 2010",2018,"PLoS ONE",,"10.1371/journal.pone.0205370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055173110&doi=10.1371%2fjournal.pone.0205370&partnerID=40&md5=e6b36a62cc27e6d614803d768dc65c4d","Introduction Maternal mortality was the subject of the United Nations' fifth Millennium Development Goal which was to reduce the maternal mortality ratio by three quarters from 1990 to 2015. The Sustainable Development Goals (SDGs), target 3.1 requires participating countries to reduce their maternal mortality ratio to less than 70 deaths per 100,000 live births by 2030. Although much research has been conducted, knowing the spatial patterns and risk factors associated with maternal mortality in developing countries helps target scarce resources and intervention programmes to high risk areas for the greatest impact. Methods Data were analysed from a longitudinal open cohort of women aged 15 to 49 years, enrolled from 2006 to 2010. An inverse distance weighted method of interpolation was used to assess spatial patterns of maternal mortality. Cox proportional hazards regression analysis was used to identify risk factors associated with maternal mortality. Results The overall maternal mortality rate for the 36 792 study participants for the five years was 0.79 per 1000 person years. The trend declined from 90.42 in 2006 to 57.42 in 2010. Marked geographical differences were observed in maternal mortality patterns. The main causes of maternal death were eclampsia (23%), haemorrhage (22%) and abortion-related complications (10%). There was a reduced risk of 82% (HR = 0.18, 95% CI:0.05-0.74) and 78% (HR = 0.22, 95% CI:0.05-0.92) for women aged 20-29 and 30-39 years, respectively, compared with those younger than 20 years. While being married had a protective effect of 94% (HR = 0.06, 95% CI: 0.01-0.51) compared with being single, women who were widowed had an increased risk of maternal death of 913% (HR = 9.13, 95% CI: 1.02-81.94). Women who belong to poorer, poor and least poor socioeconomic quintile had 84%, 71% and 72% reduction in risk of maternal mortality respectively compared to those in the poorest category (HR = 0.16, 95% CI: 0.06-0.42; HR = 0.29, 95% CI: 0.12-0.69; HR = 0.28, 95% CI: 0.10-0.80). Conclusion Maternal mortality has declined in rural southern Tanzania since 2006, with geographical differences in patterns of death. Eclampsia, haemorrhage and abortion-related complications are the three leading causes of maternal death in the region, with risk factors being younger than 20 years, being single or widowed, and having a low socioeconomic status. © 2018 Manyeh et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article,Scopus
"Chan W.-P., Ren F., Dou X., Yin K., Chang V.W.-C.","A large-scale field trial experiment to derive effective release of heavy metals from incineration bottom ashes during construction in land reclamation",2018,"Science of the Total Environment",6,"10.1016/j.scitotenv.2018.05.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046667843&doi=10.1016%2fj.scitotenv.2018.05.026&partnerID=40&md5=cd49c4f5cba1f87256bd3e1401a7a50c","Recycling of incineration bottom ashes (IBA) is attracting great interest as it is considered as a vital aspect for closing the waste loop to achieve sustainable development at the growing cities around the world. Various laboratory-testing methods are developed to assess the release potential of heavy metals – one of the most important concerns of using IBA, by reflecting the release conditions of heavy metals from IBA based on the targeted land reclamation application scenarios and corresponding environmental conditions. However, realistic release of the concerned elements in actual application with the presence of complex environment could possibly deviate from the outcomes produced by leaching tests carried out in the laboratory. Hence, a set of large-scale column trial experiments was performed to experimentally determine the effective release of heavy metals, when IBA is used as a filling material in land reclamation. 20 tons of IBA and 320 m 3 of seawater were used in six column trial experiments. The release of 13 heavy metal elements was analyzed through multiple aspects which included kinetics of release, distribution of elements in seawater and the impacts of two different dumping methods, with and without application of a chute. After dumping of IBA into the seawater, almost instantaneous release of heavy metals with uniform horizontal dispersion was observed. Higher concentration of these elements was observed near the bottom of the column, especially when a chute was applied. Comparative analysis was then carried out to establish relationships between the results obtained from the column trial with batch leaching test carried out in the laboratory. Distinctive relationships were observed for different heavy metals which suggests the need of pursuance of further understanding on leaching of IBA in real application scenario and complex environment. © 2018 Elsevier B.V.","Heavy metals; IBA; Land reclamation; Leaching; Seawater",Article,Scopus
"Moges D.M., Bhat H.G.","An insight into land use and land cover changes and their impacts in Rib watershed, north-western highland Ethiopia",2018,"Land Degradation and Development",4,"10.1002/ldr.3091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052404252&doi=10.1002%2fldr.3091&partnerID=40&md5=17c868d4fa64d4e52686ab004f15cdc3","Land use and land cover (LULC) changes have severely threatened ecological and economic sustainability in highland Ethiopia. A clear insight into its extent and rate is, therefore, a crucial step for effective land use planning and decision making. The main objective of this study was to analyse the nature of LULC change and its impacts in north-western highland Ethiopia over the last four decades, using the integrated approach of remote sensing and geographic information system in combination with field data. Multidate Landsat images were used for spatio-temporal change detection through the help of ArcGIS 10.3 and ERDAS IMAGINE 2014 software. A pixel-based statistical analysis was used to measure class-to-class changes and total losses and gains of each LULC class during the study period. The results show that a significant and widespread change of LULC has occurred in the study area during the period 1973–2016. The cropland, grassland, and shrubland were the dominant LULC types taking more than 95% in total over the entire study period. The cropland and built-up land showed a significant increase from 1973 to 2016, whereas grassland and shrubland decreased gradually over the same time period. The LULC change in the study area has caused severe environmental degradation, which in turn has affected ecological sustainability, agricultural productivity, food security, and rural livelihoods. The results of this study are expected to provide local-level current information on the extent, rate, and impacts of LULC change for decision makers seeking to ensure ecological, social, and economic sustainability. © 2018 John Wiley & Sons, Ltd.","GIS; highland Ethiopia; land use and land cover change; LULC change impacts; remote sensing",Article,Scopus
