Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords
"Veraart F.","Land or lakes: Gravel excavation in Dutch spatial and resources policies through the lens of sustainability developments, 1950–2015",2019,"Land Use Policy",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058973094&doi=10.1016%2fj.landusepol.2018.12.023&partnerID=40&md5=82ba83e162124abc73014f90a077510b","Excavations can cause tension between local spatial interests at excavation sites and the demand for national resources. Policymakers have to weigh up the choices in sustainability trade-offs between the geological and geographical aspects. This shows in the developments of resource and spatial policies. A novel historical approach investigates the long-term sustainable dynamics of gravel excavation and land use policies in the Netherlands in a transnational context, assessing the roles of local, national and international actors. Amid the gradual merging of land use and resource policies, this article reveals how local spatial and sustainability aspects prevailed and resulted in offshoring a geologically abundant natural resource and its connected sustainability issues. © 2018 Elsevier Ltd","Building materials; Environment; European Union; Excavation; Extracting industries; Government; Gravel; History; Mining; NGO; Resource policies; Spatial policies; Sustainability; Temporal dynamics; The Netherlands; Tourism; Transnational"
"Mori-Clement Y., Bednar-Friedl B.","Do Clean Development Mechanism Projects Generate Local Employment? Testing for Sectoral Effects across Brazilian Municipalities",2019,"Ecological Economics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056637467&doi=10.1016%2fj.ecolecon.2018.10.011&partnerID=40&md5=4792abb3d886696fcb5f8dc653fd257a","Clean Development Mechanism (CDM) projects have a two-fold objective: reducing greenhouse gas emissions and contributing to sustainable development. But while the contribution to mitigation has been analyzed extensively in the literature, the impact on development has seldomly been quantified empirically. This paper addresses this gap by investigating the impacts of CDM projects on local employment. We use a dynamic panel regression model across Brazilian municipalities for the period 2004–2014 to estimate cross-sectoral employment effects of two project types: hydro projects and methane avoidance projects. We find that CDM projects have mixed effects on sectoral employment. Municipalities with hydro projects show a positive impact on commerce and a negative on agricultural employment. In a similar way, these effects have also been identified in municipalities with methane avoidance projects, as well as positive effects in the service and the construction sector. Regardless of project type, the sectoral employment effects are found to be small and transitory, i.e. these took place immediately or within the first, second or third year after the registration of the project, corresponding to the construction phase and early years of operation. Revenues from Certified Emission Reductions (CER) seem to have no or a very small positive impact on sectoral employment, and no significant impact is found for the CER price fall in 2012. © 2018 The Authors","CER Crisis; Clean Development Mechanism; Dynamic Panel Model; Employment Generation; Hydro and Methane Avoidance Projects; Renewable Energy"
"Papatheochari T., Coccossis H.","Development of a waterfront regeneration tool to support local decision making in the context of integrated coastal zone management",2019,"Ocean and Coastal Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059764983&doi=10.1016%2fj.ocecoaman.2018.12.013&partnerID=40&md5=fc5497e8c541ca86db917fd863b11d76","Increasing pressures from coastal urbanization have created the need for an integrated approach to address the interactions among human activities, taking into account the significance of protecting coastal ecosystems. In this context, a number of policies are promoted at a European, Mediterranean and national level relating to an integrated approach of coastal area management and sustainable development of the urban environment. Among these, Integrated Coastal Zone Management (ICZM) and urban regeneration seem to share common principles and characteristics. Therefore, they constitute the framework within which waterfront development can be approached, namely as part of the urban coast where significant interactions among human activities but also between land and sea uses occur. This paper provides a methodology for the development of a decision making tool (ENCoRe), which is based on multi-criteria analysis and explores local stakeholders’ perceptions in terms of priority actions for waterfront development. The tool includes sixteen (16) variables assessing the waterfront and providing the main priorities for waterfront regeneration while it is implemented in four Greek medium-sized coastal cities: Volos, Heraklion, Kavala and Patras. The results highlight four important fields of intervention: management and protection of the environment, spatial adaptability, accessibility and connectivity. The tool can be adapted in other cases providing an opportunity for comparative analysis among coastal cities, highlighting similarities and differences among waterfronts and providing a list of prioritized fields of intervention for waterfront regeneration in the context of ICZM. © 2018 Elsevier Ltd","Integrated coastal zone management; Multi-criteria analysis; Stakeholders’ perceptions; Urban regeneration; Waterfront"
"Agovino M., Cerciello M., Musella G.","The good and the bad: Identifying homogeneous groups of municipalities in terms of separate waste collection determinants in Italy",2019,"Ecological Indicators",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056252569&doi=10.1016%2fj.ecolind.2018.11.003&partnerID=40&md5=9d6fdbab8c13e23ed2d8b0dc4404a7bb","The European Commission identifies separate waste collection as a primary factor in its sustainable development strategy. The EU Member States are expected to achieve a separate waste collection rate of 50% by 2020. Although Italy is not very far from such target, it features wide regional variation in the extent of separate collection. Municipal administrations are the key managerial units for the implementation of the environmental policy. By means of the Classification and Regression Tree Analysis, this work assembles Italian municipalities (NUTS-4) into homogenous groups, that share common characteristics with respect to geographic, economic and socio-cultural covariates. Three benchmark regions are identified, i.e. Veneto, Sardinia and much of Campania. The results achieved in these areas depend on the joint action of citizens and institutions and may inspire local-level waste management policies in other areas of the country. © 2018 Elsevier Ltd","Classification and regression tree analysis; NUTS-4 data; Pro-environmental behaviours; Separate waste collection; Solid waste; Waste management"
"Akeel U., Bell S., Mitchell J.E.","Assessing the sustainability literacy of the Nigerian engineering community",2019,"Journal of Cleaner Production",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059302809&doi=10.1016%2fj.jclepro.2018.12.089&partnerID=40&md5=4fc8a889bd6565f885c64634840d4923","Being the lifeblood of socioeconomic progress, engineering is implicated in the unprecedented challenge of sustainability. The global engineering community devised sustainable engineering as a conceptual departure from conventional engineering practices. However, the extent to which the sustainability worldview has permeated the Nigerian engineering community remains unanswered. This paper is an attempt to answer the question of how sustainability literate are the members of the Nigerian engineering community. The paper undertakes an assessment of the sustainability literacy of the community with the aid of a stakeholder survey and a devised sustainability literacy test. Three criteria that are used to gauge the stakeholders’ sustainability literacy are awareness of the UN Decade of Education for Sustainable Development, score on the sustainability literacy test, and self-assessment of sustainability knowledge. Survey participants were recruited mainly from two federally-run Nigerian higher education institutions, and engineering professional associations. The assessment reveals an unsatisfactory performance of the Nigerian engineering stakeholders on all three sustainability literacy criteria. The results show that the majority of the students (81%), educators (67%), and practitioners (64%) were unaware of the UNDESD. The paper therefore highlights the need to improve the sustainability literacy of the Nigerian engineering community, possibly through a sustainability education intervention. © 2018","Assessment of sustainability knowledge; Sustainability literacy; Sustainability literacy test; Sustainable engineering community; UNDESD"
"Fan D.X.F., Liu A., Qiu R.T.R.","Revisiting the relationship between host attitudes and tourism development: A utility maximization approach",2019,"Tourism Economics",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052581310&doi=10.1177%2f1354816618794088&partnerID=40&md5=6c5c48bc5ec31c593070f2ca5815ad36","Host attitudes toward tourists are critical to the sustainable development of the tourism industry. Although numerous studies have focused on investigating host attitudes toward tourists and tourism development, the theoretical support from an economic perspective in this field is still underdeveloped. By following the social exchange theory and applying a utility maximization model, the current study not only explains Doxey’s Irridex model from an economic perspective but also complements the findings of the tourism area life cycle model proposed by Butler. Results show that the public resources at the destination, along with the ability of local community in channeling (foreign) tourism income into productivity advancement, influence the optimal level of tourism development in a destination. © The Author(s) 2019.","Doxey’s Irridex model; host attitudes; social exchange theory; sustainable tourism; tourism area life cycle model"
"Singh A., Raj P.","Sustainable recycling model for municipal solid waste in Patna",2019,"Energy and Environment",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049829930&doi=10.1177%2f0958305X18787335&partnerID=40&md5=c325b32107bf9b691f48717fa9c717e0","Sustainable development is a major concern for developing nations as they strive to preserve their ecological balance along with economic growth. It has been noticed that economic growth results in environmental degradation as it influences lifestyle practices and leads to increased consumption of goods thus generating the large volume of municipal solid waste. Patna, the capital city of Bihar, is an ideal example of this condition. Here, central and local government and pollution committees fail to effectively tackle the large and increasing volume of municipal solid waste. Such scenario of municipal solid waste management in the city can cause serious health hazards, environmental degradation, and ecological destruction. Recycling the inorganic fraction of municipal solid waste can reduce the threat. In the present study, based on an extensive literature review propose a theoretical sustainable recycling model for Patna. This model is based on the similitudes in the recommendations required to attain ‘sustainable development’ and ‘sustainable recycling’. Sustainable recycling model has six gears drive by various variables. Each gear has been tested for its existence in Patna. As a result, ‘social aspect gear drive by three variables in sustainable recycling model is public health; public awareness; health of workers involves in recycling’ shows complete non-existence behaviour. Hence, a survey (n = 127) has been performed to evaluate the success factors for social aspect gear existence in sustainable recycling model. Multivariate statistical analysis has been executed the comparison of respondents’ perception on success factors and success factor groups affecting sustainable recycling of municipal solid waste in Patna. The study contends that if the proposed model has been successfully applied, then the problem of municipal solid waste can be effectively addressed. © The Author(s) 2018.","municipal solid waste management; Patna; sustainable development; Sustainable recycling; sustainable recycling model"
"Gebre-Mariam M., Bygstad B.","Digitalization mechanisms of health management information systems in developing countries",2019,"Information and Organization",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058231094&doi=10.1016%2fj.infoandorg.2018.12.002&partnerID=40&md5=7a698afca3d607b6f0cba74464c8b823","The developmental potential of IT in developing countries continues to be confronted by enduring problems that hamper both the sustainability of digitalization initiatives and the realization of their expected benefits. Using a critical realist perspective, this paper examines the underlying causal chain of health management information system (HMIS) digitalization in a developing country. The study develops a mechanism-based explanation of the digitalization process drawing on Archer's morphogenetic approach (1995). Four generative mechanisms of HMIS digitalization were identified: projectification, informatization, embedded inscription and scaling. Theoretically, the paper demonstrates the joint value of Archer's structurational theory and the dynamics of interrelated causal mechanisms of digitalization. We offer three insights for ICT4D practice: First, projects as primary modalities for digitalization have created partnership asymmetries between NGO and local institutions hindering sustainable development. Second, lack of formalized arrangements around multi-stakeholder collaboration has led to poor accountability and regulatory environments. Finally, total dependency on external partners as NGO assumes a gap-filling role thereby replacing rather than building local institutional capacity. © 2018",
"Moragues-Faus A., Sonnino R.","Re-assembling sustainable food cities: An exploration of translocal governance and its multiple agencies",2019,"Urban Studies",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047430431&doi=10.1177%2f0042098018763038&partnerID=40&md5=e318c9292eedb895a1294b22a189aca3","Cities have begun to develop a more ‘place-based approach’ to food policy that emphasises translocal alliances. To understand how such alliances develop distinct capacities to act, in this paper we integrate key theoretical contributions from governance networks, social movements and translocal assemblages. Our analysis focuses on the activities and tools used by the UK’s Sustainable Food Cities Network to assemble local experiences, create common imaginaries and perform collective action. Through these processes, we argue, the network creates cross-scalar, collective and distributive agencies that are modifying incumbent governance dynamics. As we conclude, this raises the need to further explore how translocal configurations can develop forms of power that contest, break or reassemble the relations in the food system that are actively preventing the emergence of more sustainable foodscapes. © Urban Studies Journal Limited 2018.","environment/sustainability; governance; local government; networks; politics; translocal governance; urban food"
"Sahukhal R., Bajracharya T.R.","Modeling water resources under competing demands for sustainable development: A case study of Kaligandaki Gorge Hydropower Project in Nepal",2019,"Water Science and Engineering",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064091196&doi=10.1016%2fj.wse.2019.03.002&partnerID=40&md5=e93bc3db4f7f5b09b860543ed4c8aef9","The challenges posed by climate change require that the quantity and quality of water resources in Nepal be managed with sustainable development practices. The communities around the Kaligandaki Gorge Hydropower Project in the Myagdi District of Nepal depend on river flow for most of their rural and agricultural needs. Without a sustainable development plan, the growing population of the region, confined in an area with declining water resources, will face serious challenges to economic growth. Meteorological data show increasing annual average rainfall at a slight rate of about 0.284 mm/year, with erratic annual percentage change in rainfall in the area. The mean and minimum temperatures show decreasing trends at the rates of 0.05°C and 0.14°C per year, respectively. An assessment of the impacts on water availability for domestic and irrigation usage in the face of competing demands caused by the hydropower development project in the Kaligandaki Gorge was undertaken. The water demand and supply modeling were conducted using the water evaluation and planning (WEAP)model, based on discharge data from the Kaligandaki River, which were obtained from the Department of Hydrology and Meteorology, Nepal. The available data from 2001 to 2003 were used to estimate the model parameters while the stability of these parameters was tested with a validation period from 2004 to 2007. The performance of the model was assessed through statistical measures of calibration with the root mean square error and coefficient of determination, whose values were 0.046% and 0.79, respectively. Two scenarios were created in addition to the base case scenario: the discharge decrement scenario and new irrigation technology scenario. Analysis showed that a prioritization of demands will be necessary in the area in the near future for the purpose of sustainability of water resources, due to climate change impacts. © 2019 Hohai University","Climate change; Competing demands; Hydropower project; Sustainable development; WEAP"
"Farley M., Banerjee K.S., Cooper V.","Perception of middle and low income communities on separation of household waste in the Caribbean region: A case study from Trinidad",2019,"Journal of Environmental Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058393104&doi=10.1016%2fj.jenvman.2018.12.020&partnerID=40&md5=dcba9e1facc3a8ad0fe4ab8d471b22e3",[No abstract available],
"Bergstrom R.D., Harrington L.M.B.","Embedded in nature: Challenges to sustainability in communities of the Greater Yellowstone Ecosystem",2019,"Sustainability (Switzerland)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062904854&doi=10.3390%2fsu11051459&partnerID=40&md5=816a3a87c6cba8b35cd5011d63217fc4","Solutions to sustainability transitions tend to be applicable for specific regions but not the whole of society. Limitations on what may be sustained also exist, and preferences will vary among people in different places. Because of these differences, there is a need for better understanding of the perceptions and experiences of local community members and the challenges they face in the transition toward sustainability to promote realistic and effective decision-making. As a region with significant natural resource protections, the Greater Yellowstone Ecosystem has been known to researchers for decades as an ideal location to study human-environment interactions. The objective of this study was to determine the challenges to sustainable community development and natural resource management identified by residents of communities surrounding Yellowstone and Grand Teton National Parks. Thirty-two key informant interviews were conducted with decision-makers, with a focus on the communities of Red Lodge and West Yellowstone, Montana, and Jackson, Wyoming. Findings suggest that primary challenges include the seasonality of the tourist industry, disparities between agricultural and tourism-dependent priorities, and the implementation of stated sustainability goals. Challenges differ based on communities' socio-economic conditions, dependence on tourism and recreation-based industries, and the influence of local and extra-local institutions. © 2019 by the authors.","Community development; Economic development; Greater Yellowstone Ecosystem; Natural resource management; Sustainability; Sustainability transition"
"Zambon I., Serra P., Salvati L.","The (Evolving) urban footprint under sequential building cycles and changing socio-demographic contexts",2019,"Environmental Impact Assessment Review",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057781387&doi=10.1016%2fj.eiar.2018.11.003&partnerID=40&md5=ff4c80ce4f3aab6158606c8097609dec","Total and per-capita urbanization rates are increasingly divergent worldwide, indicating an accelerated land consumption and an increased ecological footprint of cities. Under the hypothesis that spatio-temporal divides in total and per-capita urbanization rates are representative of the evolving urban footprint, this study proposed a multivariate analysis of land consumption spatial patterns in a southern European city (Athens, Greece) throughout a building cycle (1948–2015) reflecting sequential waves of economic expansion and stagnation. The footprint's spatial structure was investigated along the urban gradient using descriptive statistics, mapping, multivariate techniques and inferential approaches. The increase of total and per-capita built-up area over time followed a non-linear trend as a result of distinct growth waves. Socioeconomic profiles of municipalities with diverging (total and per-capita) urbanization rates changed over the study period as a result of joint transformations in metropolitan form and functions. Population aging, land-use diversification, vertical profile of buildings and a viable agricultural sector were associated to a low divergence between total and per-capita urbanization rates. Results of our study indicate that effective policies for sustainable development of fringe districts may incorporate urban containment strategies based on specific measures: (i) supporting settlement densification, (ii) stimulating brownfield recovery and (iii) concentrating new development in already fragmented, low-quality land, taking account of the background socioeconomic context and the demographic structure of local communities. © 2018 Elsevier Inc.","Indicators; Land consumption; Mediterranean; Spatial mismatch; Urbanization"
"Krajangsri T., Pongpeng J.","Sustainable Infrastructure Assessment Model: An Application to Road Projects",2019,"KSCE Journal of Civil Engineering",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060172129&doi=10.1007%2fs12205-019-1007-0&partnerID=40&md5=c8f3de871e923a656de672f2a372d290","Sustainable infrastructure assessment models play an important role in sustainable development. However, the current infrastructure assessment models for road projects have several limitations; specifically, all the models do not support the involvement of various stakeholders. Most models do not consider the risk arising from uncertainty in the assessment, and are not flexible regarding changes needed for local project contexts. Accordingly, this study aims to develop a sustainable infrastructure assessment model that overcomes these limitations, which is the distinct contribution of this study. A utility function is used to address the risk, and the stakeholders’ involvement is taken into account by a social welfare function. To provide flexibility for changes, the model is programmed using Visual Basic for Application for interactive activities with stakeholders (as assessors) and Microsoft Excel for calculation activities. The model includes four phases: 1) assessor weight selection, 2) assessment criteria and weight selection, 3) sustainable infrastructure assessment, and 4) sustainability assessment report. The model was verified and validated with four actual road projects, and acceptable results were obtained. Thus, the proposed model, which reflects reality more accurately than other available sustainable infrastructure assessment models, can assist stakeholders by reducing the time and effort required for assessing the sustainability of road projects. © 2019, Korean Society of Civil Engineers.","assessment model; multi-criteria decision analysis; road project; social welfare function; sustainable infrastructure; utility function"
"Ciolac R., Adamov T., Iancu T., Popescu G., Lile R., Rujescu C., Marin D.","Agritourism-A sustainable development factor for improving the 'health' of rural settlements. Case study Apuseni Mountains area",2019,"Sustainability (Switzerland)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062918417&doi=10.3390%2fsu11051467&partnerID=40&md5=8e4f09d0a066c306d6458b616f309a4b","Agritourism is a complex activity, a chance maybe today to ensure both human health and the ""health"" of the environment and rural settlements in order to achieve a most wanted desideratum, the sustainability of the rural environment. The idea of this paper starts from the trend of the current period, meaning the strong emphasis on natural, organic, bio, in all human activities, health and environment, in a word, sustainability. The necessity of implementing the sustainability of activities, health and environment in rural areas, taking into account the agritourism field, was a subject pursued in the study, taking as area of study the mountainous rural environment, the reason of this choice deriving from the fact that the mountain area offers great opportunities for agritourism development, the practice of which is even necessary in the current period. The sustainability of agritourism on rural health and environment cannot be dissociated from the economic, social and cultural life of the community in which it manifests itself, and has a multiplier effect on all the domains with which it interacts. So the purpose of the paper is to follow the development of the agritourism field and, based on some present information, to make a future forecast for some specific indicators, to highlight the representative aspects related to the development and capitalization of guesthouses from a rural mountain environment through agritourism and to come up with a forecast for future transformations that need to take place in the studied area in order to support the sustainable development of the human environment through agritourism. © 2019 by the authors.","Agritourism; Apuseni mountains; Forecast through a logistic model; Sustainable development; The ""health"" of rural settlements"
"Thompson B.S., Friess D.A.","Stakeholder preferences for payments for ecosystem services (PES) versus other environmental management approaches for mangrove forests",2019,"Journal of Environmental Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059131813&doi=10.1016%2fj.jenvman.2018.12.032&partnerID=40&md5=921ebf97d5c3479bde6d89a8a1183829","Choosing from a range of environmental management options can be more effective when considering stakeholder preferences. This is particularly true in the coastal tropics, where numerous actors and institutions intersect to shape environmental governance. Here, we investigate stakeholder preferences for an array of options regarding the sustainable development and conservation of mangrove forests. These include: payments for ecosystem services (PES), ecotourism, selling non-timber forest products, bio-charcoal production, and forest restoration financed via corporate social responsibility (CSR). Empirical studies from two socio-ecological settings in Thailand reveal the preferences of government agencies, corporations, municipal and village heads, and several community associations (fishers, senior citizens, housewives, environmentalists, salt-flat workers, oil palm plantation owners). Interviews and participatory multi-criteria decision analysis (MCDA) elicited preferences based on the likelihood of achieving favourable environmental, economic, and social outcomes. Findings reveal (1) PES was favoured – although motivations were not driven solely by the prospect of financial gain, but by the land tenure security, collaborations, and long-term ecological benefits that were perceived to occur as a result; (2) PES for local services (water quality) were preferred over global services (climate change mitigation); (3) criteria related to wellbeing, livelihoods, and environmental stewardship are influenced by broad cultural and political ideologies, rather than site-specific characteristics; and (4) clear tensions both between private and public actors, and between national and local actors. Our study highlights the importance of involving all informed stakeholders in the decision-making process in order to understand the complex reasons driving environmental management preferences, and to gain greater acceptance of biodiversity conservation and natural resource management actions. We also call for greater transparency in MCDA studies by presenting more of the qualitative data used to subjectively construct the quantitative criteria. © 2018 Elsevier Ltd","Carbon; Charcoal; Corporate sustainability; Incentives; Multi-criteria evaluation; Wetland"
"Singh B., Keitsch M.M., Shrestha M.","Scaling up sustainability: Concepts and practices of the ecovillage approach",2019,"Sustainable Development",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060206618&doi=10.1002%2fsd.1882&partnerID=40&md5=4c76956ee43e7300c5427cc47a3f6dde","Since the Brundtland definition, practitioners and theoreticians have strived to deal with incoherencies in the concept of sustainability or sustainable development, partly because the concept is defined on a global level and applied through local level initiatives. Explanatorily, describing the three sustainability dimensions (social, economic and ecological), the pillar model of sustainability has become popular. However, several authors indicate that a comprehensive understanding, methods and tools on how the dimensions relate to each other in the pillar model of sustainability, are absent. Further, sustainable interventions must express their relations through visible spatial terms and interpret them with the help of values and beliefs that can be handed over to future generations (temporal aspect). Many interventions that are expressed in sustainability dimensions often lack these spatial and temporal considerations. As a result, interventions lack case- and context-specific concerns, objectives, priorities and possibilities, and often seem short-term goal-oriented. Within tensions between global and local, and spatial–temporal necessity, ecovillage is an emerging approach for shaping a sustainable future at grass roots level, and an opportunity to deal with the challenge of managing nature conservation in a community with culturally, socially and economically diverse actors. Hence, the overall objective of this article is to identify concepts and practices of ecovillage as sustainable way of living connected to a context. The attempt is to construe integrative understanding to sustainability and to express spatial and temporal aspects analytically. This understanding can be scaled up to strategies and policies. The article uses a literature review of various secondary sources, journals, narratives, and conference papers on sustainability and ecovillage. The article assumes that it is important to develop the framework analytically prior to empirical research. Findings indicate that to yield sustainable, inclusive and equitable outcomes, it is important to focus on the cultural and regional aspects. This focus can also provide a transition from local to national and global interventions and thereby become a mediator between different levels of sustainability, global and local. © 2019 John Wiley & Sons, Ltd and ERP Environment","cultural; culture; ecovillage; region; sustainability; sustainability"
"Kušar S.","Green Infrastructure as A Facilitator of Sustainable Spatial Development in Rural Areas: Experiences from The Vipava Valley (Slovenia)",2019,"European Countryside",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064836525&doi=10.2478%2feuco-2019-0002&partnerID=40&md5=7ab338ddf4ab660127ad2d206b066c7f","Although the green infrastructure concept should be implemented in both urban and rural areas, only few studies investigate the green infrastructure concept in the rural settings. This paper contributes to the relevant discussion by analysing how green infrastructure can serve as a facilitator to sustainable spatial development in the predominantly rural area and at the regional level based on the planning experiences from the Vipava Valley (Vipavska dolina), Slovenia. The Vipava Approach is a bottom-up approach that understands green infrastructure in the broader developmental context and not only as a protection or land-use planning. Planning green infrastructure in rural areas should have characteristics of participatory planning on the local level, but it needs to take into account other territorial dimensions of planning as well. It needs to be holistic by addressing key developmental problems on the basis of a strategic development document. © 2019 Simon Kušar.","bottom-up approach; green infrastructure; regional planning; Slovenia; sustainable development; Vipava Valley"
"Lamoureux S.M., Movassaghi H., Kasiri N.","The Role of Government Support in SMEs' Adoption of Sustainability",2019,"IEEE Engineering Management Review",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061557504&doi=10.1109%2fEMR.2019.2898635&partnerID=40&md5=e20878a41d7ad81d74849d8998cbae24","In the existing literature on small and medium-sized enterprises' (SMEs') sustainability adoption, research focused on the US has been limited compared to Europe. Investigating the role of government as a major driver and/or barrier to SMEs' engagement in sustainable practices, our study uncovers findings from interviews with 75 NY State SMEs, representing a broad cross section of industries and geographical spreads across communities of various sizes. The most common sustainable solutions implemented included recycling/waste reduction, use of renewable/efficient energy, adoption of reusable materials, sourcing from local suppliers/supporting local economy, and utilizing third-party sustainability audits or achieving sustainability-related accreditations. While municipalities, states, and federal government offer incentives and impose regulations to motivate and shape SMEs' adoption of sustainable strategies, our results indicate limited impact of such interventions. Although SMEs are adopting sustainable solutions and believe that their efforts are paying off, they also indicate that lack of guidance from government has prevented them from improving the scope of their sustainability programs. Promotion of sustainable practices by SMEs in the US, we believe, needs more deliberate and focused strategies. As self-motivated, passionate and driven as many of the owners/managers we interviewed are in adopting sustainable practices, public agencies should play a leading role in informing SME practitioners on the incentives available and how to access them as well as other types of targeted educational and consulting services. Industry associations could also help by offering similar informational and training programs. © 1973-2011 IEEE.","Environmental sustainability; small and medium-sized enterprises; SMEs; sustainability in operations; sustainability in SMEs"
"Gonzalez-Roglich M., Zvoleff A., Noon M., Liniger H., Fleiner R., Harari N., Garcia C.","Synergizing global tools to monitor progress towards land degradation neutrality: Trends.Earth and the World Overview of Conservation Approaches and Technologies sustainable land management database",2019,"Environmental Science and Policy",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058563139&doi=10.1016%2fj.envsci.2018.12.019&partnerID=40&md5=98e3fec931f6e4c3214c97fc8653670a","As part of the Sustainable Development Goals, countries are striving to achieve by 2030 a land degradation neutral world. Land degradation neutrality (LDN) is the state whereby the amount and quality of land resources remains stable or increases within specified temporal and spatial scales. Achieving this will require the uptake of sustainable land management (SLM) practices to increase the sustainable provision of ecosystem goods and services the human population will require. It will also require the development of systematic, robust, and validated methods for tracking progress at project, subnational and national scales. However, to date, no systematic comparison between the SLM practices and the indicators proposed for monitoring LDN has been performed. In this article, we used the United Nations Convention to Combat Desertification primary recommended global sustainable land management database of World Overview of Conservation Approaches and Technologies (WOCAT), and an innovative tool designed to assess and monitor land condition via changes in land productivity, Trends.Earth, to evaluate the agreement between self-reported sustainable land management technologies and indicators derived from satellite-based earth observations. We found that a combination of two primary productivity indicators derived from annual integrals of normalized difference vegetation indices (NDVI), trajectory and state, were able to identify increases in primary productivity in the locations where the SLM practices are implemented in comparison to control sites where SLM practices are not known to have occurred. Moreover, different SLM practices showed unique responses in terms of proportional area which experienced increase, decrease, or remained stable terms of primary productivity. We also found that the time since establishment of the SLM technology was critical for identifying improvements in the SLM sites, as only technologies with more than 10 years since implementation show statistically significant improvements. Our results show that satellite-derived land productivity indicators are successful at detecting the impacts of SLM practices on primary productivity, positioning them as essential elements of the monitoring and assessment tools needed to track land condition to assure the achievement of a land degradation neutral world. © 2018","Land condition; Land productivity; NDVI; Primary productivity; Sustainable development goals; UNCCD"
"Manns J.","Revived or retired, the green belt must be rethought",2019,"Journal of Urban Regeneration and Renewal",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064225236&partnerID=40&md5=d35cce7055d2124824a968722741c3e5","Urban containment policies exist worldwide to restrict the expansion of settlements. England’s green belt is one such policy mechanism. Gaining popularity from the late 19th century onwards, local authorities have been able to designate green belt since 1955. The concept has proven popular with members of the general public and, as of March 2018, England’s green belt extended to 1,629,510 hectares (approximately 12.5 per cent of the nation’s land area). 1 There are some who contend that the green belt should be sacrosanct. This paper makes the opposite case. It is predicated on the view that public policy should be adaptable and that the emphasis should be firmly on securing the best outcomes. It should be possible to consider both whether the overall effects are beneficial and whether there is scope for improvement. If opportunities exist to deliver development more sustainably, the ability to explore and realise this should not be prevented by dogmatic defence of the status quo. England’s green belt should not be off the table for appraisal and, if appropriate, amendment. © Henry Stewart Publications.","England; Green belt; Real estate; Strategic planning; Sustainable development; Urban containment"
"Porfiriev B.N.","The Low-Carbon Development Paradigm and Climate Change Risk Reduction Strategy for the Economy",2019,"Studies on Russian Economic Development",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065891979&doi=10.1134%2fS1075700719020163&partnerID=40&md5=ea374c0dabd22f580c5f115c155d1cac","Abstract—: The low-carbon economic paradigm is critically analyzed as to stabilizing the climate situation (not to exceed the 2°С growth of the global air temperature until the end of the 21st century) and improving the quality of life and sustainable economic growth. Climate change is emphasized as being just a part of the total risk for human life and health and economic growth, which is proved by the set of goals of sustainable development adopted by the world community. Hence, a solution of the problem of climate change is necessary—in the long and and distant future—but insufficient condition to minimize the risk for the quality of human life, primarily health, and sustainable economic growth. It is agrued that an efficient action strategy to reduce climate risks for socioeconomic development must target not finding the ways to reduce greenhouse gas emissions but rather development and implementation of a set of measures to ensure the basic goals of sustainable development. In addition, priority must be given to the reduction of emissions of hazardous substances, as well as to planning and implementing measures of the communitiesэ and economy adaptation to climate change with adaptation remaining a key component of the climate risk reduction policy. A case study of China—the global leader in low-carbon energy development race—proves that the strategic policy priority is not climatic but environmental and economic issues as well as (in case of nuclear power plants) military-strategic motivation. © 2019, Pleiades Publishing, Ltd.",
